Flybase ID	Gene symbol	oocyte 2day_A	oocyte 2day_B	oocyte 2day_C	oocyte 8day_A	oocyte 8day_B	oocyte 8day_C	oocyte 12day_A	oocyte 12day_B	oocyte 12day_C	embryo 0-2hr_A	embryo 0-2hr_B	embryo 0-2hr_C	ttest 12 vs. 2 RPFs	fold change 12/2 RPFs
FBgn0036614	Golgin104	5.6	6.8	5.7	1.7	2.0	2.0	3.5	0.0	0.0	2.3	1.9	1.4	1.78E-02	0.20
FBgn0000064	Ald1	262.1	257.2	338.5	223.7	222.3	221.3	153.4	195.7	170.3	3863.5	3231.7	3000.3	1.78E-02	0.61
FBgn0037094	CG7611	88.1	83.1	78.8	65.7	64.6	65.1	56.4	44.4	67.0	669.8	566.2	537.9	1.78E-02	0.67
FBgn0035641	CG5568	259.9	319.1	182.8	120.0	113.8	137.7	96.6	85.7	111.8	255.8	290.0	270.9	1.78E-02	0.39
FBgn0086130	Dbp21E2	19.1	18.4	15.7	4.9	11.4	9.3	1.8	11.1	1.4	140.3	133.9	148.4	1.79E-02	0.27
FBgn0030421	Agpat1	12.4	12.4	10.0	7.9	4.9	8.6	6.8	3.2	0.0	16.2	9.8	7.1	1.79E-02	0.29
FBgn0011763	Dp	52.0	94.3	79.8	74.8	78.5	61.5	6.1	33.4	14.2	564.0	526.1	603.0	1.79E-02	0.24
FBgn0036480	Cep135	29.7	40.9	57.3	18.8	23.7	22.9	13.1	10.2	10.8	69.5	76.5	79.2	1.79E-02	0.27
FBgn0032485	CG9426	32.2	34.9	23.1	11.2	24.4	24.0	7.7	6.6	17.6	116.7	113.9	101.3	1.79E-02	0.35
FBgn0030506	DNAlig4	29.0	16.9	23.6	8.5	14.3	9.8	7.9	10.1	10.0	4.6	4.7	5.0	1.80E-02	0.40
FBgn0286506	Mpi	4.2	8.4	10.0	4.7	1.4	0.0	1.5	0.0	0.0	4.9	8.1	4.2	1.80E-02	0.07
FBgn0002989	okr	0.8	1.7	0.0	4.4	9.0	4.8	5.4	4.3	2.9	111.8	126.4	90.5	1.80E-02	5.01
FBgn0040467	Dlip1	92.8	54.9	46.5	40.6	0.0	18.4	9.4	13.3	0.0	37.1	27.2	27.6	1.80E-02	0.12
FBgn0014032	Sptr	156.2	97.0	177.8	70.4	68.1	65.2	52.6	51.5	45.9	209.6	233.7	181.4	1.81E-02	0.35
FBgn0030605	ND-B18	89.0	120.4	94.2	50.5	23.5	48.3	58.3	25.3	3.2	900.9	904.3	852.4	1.81E-02	0.29
FBgn0027066	Eb1	180.9	266.5	108.3	114.3	64.0	127.5	0.0	20.4	0.0	1528.2	1557.5	2008.8	1.82E-02	0.04
FBgn0033672	rho-7	58.2	65.0	61.2	37.3	63.2	49.1	0.0	37.6	0.0	27.2	32.7	43.5	1.82E-02	0.20
FBgn0034177	AsnRS-m	10.5	15.3	25.6	5.5	3.6	4.5	0.0	0.0	0.0	3.0	1.8	2.0	1.82E-02	0.00
FBgn0026316	Ubc10	468.2	370.4	312.6	313.4	315.5	195.4	193.2	223.0	140.5	592.8	643.7	729.7	1.83E-02	0.48
FBgn0002593	RpLP1	1974.0	1348.2	2171.9	1079.1	1256.0	957.2	847.6	702.4	137.6	288.0	461.0	611.1	1.83E-02	0.31
FBgn0038197	foxo	27.4	19.0	20.2	11.7	7.8	13.4	2.6	12.0	0.0	171.5	162.0	177.3	1.83E-02	0.22
FBgn0004370	Ptp10D	0.0	1.1	0.0	0.0	1.1	2.5	2.2	2.8	1.7	61.4	52.4	64.5	1.83E-02	6.22
FBgn0030740	CG9917	125.4	82.0	157.4	69.8	60.5	59.3	33.0	23.1	45.5	38.7	32.8	21.8	1.83E-02	0.28
FBgn0031107	HERC2	2.1	2.5	3.9	5.4	5.5	5.1	6.3	4.8	6.8	53.8	44.8	45.8	1.84E-02	2.11
FBgn0022764	Sin3A	26.3	36.0	36.7	22.3	28.9	27.7	17.8	21.0	20.0	228.7	245.2	235.4	1.84E-02	0.59
FBgn0033571	Rpb5	64.2	63.1	55.2	22.2	21.7	25.0	20.1	43.1	15.4	915.6	971.9	944.1	1.85E-02	0.43
FBgn0034573	CG3295	110.1	91.9	133.6	90.2	66.8	84.2	70.4	57.8	61.7	556.0	525.9	433.1	1.85E-02	0.57
FBgn0261881	l(2)35Be	82.9	101.9	76.6	56.4	37.3	69.9	36.5	44.5	0.0	237.1	283.7	294.5	1.85E-02	0.31
FBgn0031643	CG3008	18.1	25.1	14.1	15.0	9.6	11.3	5.5	7.1	0.0	104.2	93.8	99.1	1.85E-02	0.22
FBgn0051759	CG31759	19.0	34.6	31.3	25.4	9.8	12.4	8.8	10.2	0.0	62.3	64.9	73.8	1.85E-02	0.22
FBgn0015805	HDAC1	373.0	428.7	275.7	301.4	296.3	271.9	170.1	194.5	191.0	2428.2	2356.3	2203.9	1.86E-02	0.52
FBgn0035812	CG7457	15.3	14.1	17.1	12.3	10.7	12.7	11.4	9.8	12.3	19.4	28.3	21.3	1.86E-02	0.72
FBgn0033350	CG8237	52.8	67.4	86.5	34.2	23.3	38.4	25.8	36.4	23.2	161.6	165.9	150.8	1.87E-02	0.41
FBgn0261808	cu	34.4	22.4	23.3	24.7	20.5	19.7	10.5	13.2	11.0	14.3	13.0	12.5	1.88E-02	0.43
FBgn0034210	Camp	30.2	51.9	56.7	22.2	27.0	32.1	13.2	17.6	12.6	8.1	6.8	5.0	1.88E-02	0.31
FBgn0027279	l(1)G0196	30.5	47.4	33.1	28.9	33.7	26.3	16.8	18.1	11.5	55.5	53.2	64.8	1.89E-02	0.42
FBgn0052452	CG32452	18.9	28.2	16.6	10.7	11.8	14.1	4.3	8.5	7.7	35.2	45.5	42.5	1.89E-02	0.32
FBgn0036557	mRpS31	17.6	17.3	25.4	9.8	13.2	14.3	6.2	11.4	5.8	19.6	20.4	19.5	1.89E-02	0.39
FBgn0036446	CG9384	0.0	0.0	0.0	5.2	5.3	3.6	5.5	4.8	2.0	3.9	12.1	6.2	1.89E-02	NA
FBgn0040964	CG18661	26.9	29.7	22.2	20.2	25.4	18.5	15.7	18.5	17.9	245.9	201.8	199.4	1.89E-02	0.66
FBgn0037021	CG11399	72.3	65.9	58.4	66.7	47.4	58.0	50.0	34.6	30.8	67.8	70.0	77.7	1.89E-02	0.59
FBgn0003278	RpI135	31.8	23.8	27.5	19.4	13.8	16.3	17.7	9.2	16.3	64.9	65.3	68.4	1.90E-02	0.52
FBgn0028516	ZnT35C	45.6	85.1	75.0	37.6	31.5	47.9	24.2	20.9	24.8	35.9	37.1	26.8	1.90E-02	0.34
FBgn0034312	CG10916	19.1	33.7	37.3	9.6	20.5	11.1	7.3	10.7	1.4	21.3	29.6	29.4	1.90E-02	0.22
FBgn0032818	CG10628	42.2	39.9	43.6	25.4	35.2	21.9	32.1	17.5	26.1	105.6	126.3	106.2	1.90E-02	0.60
FBgn0013673	mt:ATPase8	6791.6	7352.3	2974.5	613.4	783.8	460.4	505.5	582.7	292.9	566.3	1924.2	1792.2	1.90E-02	0.08
FBgn0033480	mRpL42	58.4	61.0	45.1	44.5	22.7	27.5	38.2	23.0	24.5	177.5	227.5	191.9	1.90E-02	0.52
FBgn0023129	aay	161.9	207.6	104.7	82.9	70.0	63.6	44.1	45.3	45.5	146.5	163.6	161.9	1.91E-02	0.28
FBgn0266671	Sec6	57.5	44.4	47.8	38.7	26.5	32.9	33.2	29.7	18.0	31.1	34.6	26.0	1.91E-02	0.54
FBgn0039711	CG7824	53.4	43.6	30.1	35.2	17.7	20.5	10.7	18.6	16.1	145.1	140.3	189.5	1.91E-02	0.36
FBgn0030753	rngo	89.8	96.3	129.7	76.4	67.5	64.0	48.5	57.6	62.0	579.8	476.6	482.8	1.92E-02	0.53
FBgn0030839	CG5613	49.5	34.1	57.2	12.0	36.4	32.8	20.6	15.5	0.0	11.0	7.5	15.6	1.92E-02	0.26
FBgn0003317	sax	20.4	20.3	26.7	39.1	21.6	18.6	11.1	14.1	14.8	416.7	436.4	512.4	1.92E-02	0.59
FBgn0086362	spn-F	75.7	89.0	119.8	60.0	49.0	59.7	25.8	46.2	0.0	436.2	397.9	411.5	1.93E-02	0.25
FBgn0035878	CG7182	76.8	91.8	55.1	31.4	44.9	36.3	36.9	34.1	28.3	918.6	907.8	728.5	1.93E-02	0.44
FBgn0038742	Arc42	109.4	56.1	68.4	10.1	33.5	24.1	15.0	15.7	19.6	249.8	195.1	163.8	1.93E-02	0.22
FBgn0031782	WDR79	30.8	25.9	23.2	14.3	28.6	20.7	7.6	17.7	6.1	52.3	42.9	40.7	1.93E-02	0.39
FBgn0038115	CG7966	55.8	56.6	25.2	37.1	21.0	25.2	4.7	10.4	0.0	30.1	45.4	26.4	1.93E-02	0.11
FBgn0031037	CG14207	215.7	210.0	347.4	94.8	88.7	124.4	0.0	84.2	85.8	1487.9	1443.0	1782.0	1.93E-02	0.22
FBgn0030354	Upf1	93.5	101.2	120.3	72.4	83.4	73.6	70.1	56.7	76.3	120.9	113.0	86.8	1.93E-02	0.65
FBgn0039909	ND-49	302.7	298.6	175.8	165.1	143.4	170.7	67.1	121.3	80.9	722.8	817.1	725.4	1.93E-02	0.35
FBgn0000308	chic	371.9	523.5	377.0	203.6	163.7	225.5	104.1	228.8	0.0	7298.9	7733.5	6958.9	1.94E-02	0.26
FBgn0035916	GAPsec	43.4	47.8	74.1	15.8	26.4	32.1	2.5	23.9	7.5	129.4	148.1	154.5	1.94E-02	0.20
FBgn0000711	flw	75.8	82.3	50.1	50.8	26.6	52.5	30.9	32.3	33.3	452.8	584.6	695.8	1.94E-02	0.46
FBgn0013759	CASK	0.0	0.0	0.0	1.0	7.7	3.5	4.5	2.4	2.0	46.7	52.5	46.6	1.94E-02	NA
FBgn0026144	CBP	1406.8	1037.2	2000.8	1010.2	544.7	1095.2	488.9	419.7	256.3	1924.5	1797.7	1777.4	1.94E-02	0.26
FBgn0037719	bocks	75.3	81.7	98.5	57.3	37.3	69.3	52.1	55.5	31.1	181.8	230.6	192.8	1.94E-02	0.54
FBgn0032454	CG5787	154.6	182.6	133.2	124.8	143.6	131.8	105.5	98.7	102.3	692.8	726.8	665.4	1.94E-02	0.65
FBgn0030086	CCT2	998.0	959.4	1392.0	811.3	806.3	784.3	552.8	422.2	645.0	898.0	733.4	673.7	1.95E-02	0.48
FBgn0025641	DAAM	2.6	3.4	4.4	4.4	4.6	5.1	6.6	5.6	8.0	183.9	162.0	162.9	1.95E-02	1.96
FBgn0033979	Cyp6a19	98.3	57.8	86.2	57.0	46.9	50.3	25.5	40.0	32.8	15.8	12.4	12.6	1.95E-02	0.41
FBgn0032715	CG17597	38.3	33.8	59.6	19.5	44.1	20.0	18.1	4.1	7.7	32.1	43.4	55.9	1.95E-02	0.23
FBgn0031126	Cyp6v1	107.1	75.6	89.0	59.3	61.3	64.6	49.7	46.7	61.0	176.3	151.0	146.4	1.96E-02	0.58
FBgn0029992	Upf2	18.8	16.1	20.9	11.2	11.9	11.3	12.2	5.9	11.0	40.1	45.9	39.8	1.98E-02	0.52
FBgn0013263	Trl	18.0	15.1	20.9	11.6	15.5	10.9	9.9	6.3	0.0	274.8	208.8	297.2	1.98E-02	0.30
FBgn0021967	ND-PDSW	63.6	108.1	65.8	76.7	30.3	48.1	12.2	29.9	22.6	264.5	288.8	215.8	1.99E-02	0.27
FBgn0032240	CG17768	191.1	148.5	226.6	101.4	91.7	126.4	76.7	54.3	114.1	232.0	379.4	294.7	1.99E-02	0.43
FBgn0042213	CG18731	54.5	30.3	61.1	13.9	2.4	17.6	16.7	8.3	11.9	58.8	92.3	68.3	1.99E-02	0.25
FBgn0067629	CG33332	65.3	127.5	118.4	42.2	44.6	44.4	37.8	27.2	21.8	242.8	232.7	225.0	2.00E-02	0.28
FBgn0030768	CG9723	177.7	183.6	244.2	121.4	97.9	113.2	124.7	124.7	113.8	686.0	564.1	514.8	2.00E-02	0.60
FBgn0035754	MED4	46.8	60.4	52.1	32.3	23.6	27.4	28.9	38.4	36.7	235.6	248.4	243.7	2.00E-02	0.65
FBgn0003423	slgA	29.6	20.1	22.5	14.4	18.0	22.9	11.1	10.1	0.0	19.1	27.5	23.2	2.01E-02	0.29
FBgn0028969	deltaCOP	93.7	72.6	104.2	44.1	41.3	70.1	48.1	32.3	0.0	115.7	120.2	93.9	2.01E-02	0.30
FBgn0031238	CG3645	87.3	84.4	65.1	54.0	57.2	58.4	49.8	38.6	18.0	131.0	125.6	119.0	2.01E-02	0.45
FBgn0039487	gb	28.0	33.9	36.0	28.2	32.0	26.2	21.0	20.0	10.4	336.5	322.7	295.2	2.02E-02	0.52
FBgn0036685	CG6664	37.2	45.4	63.0	40.7	30.5	25.3	12.0	24.4	10.1	128.6	99.8	82.1	2.02E-02	0.32
FBgn0038046	CG5641	150.5	177.4	294.9	73.0	69.7	61.2	31.8	33.1	54.8	425.4	409.8	324.8	2.03E-02	0.19
FBgn0036811	MED11	137.5	173.2	153.1	84.8	76.4	75.8	53.3	65.0	112.4	382.5	356.0	478.5	2.03E-02	0.50
FBgn0029529	CG13365	199.7	120.3	168.3	119.8	98.8	57.2	73.8	57.1	84.3	247.9	297.9	283.8	2.03E-02	0.44
FBgn0011672	Mvl	33.9	22.9	24.6	31.9	9.1	31.7	14.6	13.7	14.7	6.6	14.3	0.0	2.03E-02	0.53
FBgn0035421	nSMase	24.7	16.1	30.4	11.2	11.2	17.4	10.0	6.6	4.8	169.8	186.6	194.2	2.03E-02	0.30
FBgn0010591	Sply	121.2	86.1	64.7	45.5	28.9	40.2	27.4	31.0	29.2	146.1	120.2	97.3	2.04E-02	0.32
FBgn0013679	mt:ND1	365.3	641.6	307.9	131.5	66.6	87.4	72.9	56.0	24.0	124.3	321.3	272.1	2.04E-02	0.12
FBgn0051279	CG31279	2.3	0.9	2.6	0.0	0.0	0.3	0.0	0.0	0.0	12.2	25.1	13.3	2.04E-02	0.00
FBgn0027617	CG5808	22.1	36.9	26.5	17.6	8.7	11.1	9.1	6.3	14.4	76.2	75.9	70.6	2.05E-02	0.35
FBgn0034071	CG8405	9.4	9.3	12.1	7.7	10.5	9.4	4.8	5.8	7.3	118.1	108.0	149.9	2.05E-02	0.58
FBgn0014009	Rab2	177.3	398.6	357.7	106.7	52.0	87.8	69.2	49.8	54.3	1131.9	1167.4	1272.3	2.06E-02	0.19
FBgn0002962	nos	18.7	11.7	11.6	58.0	66.0	42.6	73.9	40.3	88.3	126.7	161.6	128.8	2.06E-02	4.81
FBgn0038532	CG14322	5.8	8.2	5.8	3.9	4.6	2.8	2.2	3.4	0.0	27.4	30.2	28.6	2.06E-02	0.28
FBgn0011745	Arp1	222.6	118.8	134.4	105.2	73.3	80.0	37.5	36.3	41.7	146.6	128.4	117.6	2.06E-02	0.24
FBgn0036493	CG7255	10.4	14.6	15.2	6.6	8.5	5.8	2.9	1.5	8.1	14.3	21.7	20.7	2.06E-02	0.31
FBgn0037549	CG7878	32.7	43.5	48.9	20.7	24.1	31.2	18.3	21.4	26.3	279.5	314.1	348.7	2.07E-02	0.53
FBgn0038571	CG7215	56.3	55.4	30.3	34.6	25.8	15.7	0.0	11.4	18.6	565.6	727.6	761.4	2.07E-02	0.21
FBgn0011289	TfIIA-L	115.3	112.4	61.2	50.8	52.1	61.9	37.6	27.4	20.7	827.4	807.0	769.7	2.07E-02	0.30
FBgn0032298	CG6724	44.3	20.3	25.1	1.6	4.5	6.3	0.0	5.5	0.0	50.6	38.4	37.9	2.07E-02	0.06
FBgn0037235	CG1103	110.4	80.8	120.1	68.2	48.1	40.1	24.4	58.1	0.0	479.8	571.5	577.6	2.07E-02	0.26
FBgn0285911	Vps16A	39.1	41.6	65.5	10.8	18.1	25.6	19.6	11.6	17.7	17.0	24.2	23.3	2.07E-02	0.33
FBgn0037578	CG9601	128.7	215.6	171.6	86.7	96.7	101.9	66.6	84.3	80.0	118.6	116.5	111.3	2.07E-02	0.45
FBgn0033449	CG1663	19.5	32.6	32.9	23.6	21.7	11.7	12.6	8.4	0.0	20.8	18.8	19.1	2.08E-02	0.25
FBgn0042132	CG18809	30.9	25.7	47.3	7.4	12.7	11.8	13.7	5.9	6.9	129.2	126.4	126.6	2.08E-02	0.26
FBgn0036920	CG8004	33.9	37.2	50.5	6.3	12.6	17.4	22.6	15.3	21.9	314.3	368.2	375.2	2.08E-02	0.49
FBgn0003559	su(f)	19.9	45.2	48.1	40.4	18.1	34.5	2.6	6.9	3.4	95.5	97.5	96.0	2.08E-02	0.11
FBgn0026371	SAK	16.1	19.2	28.7	5.2	11.8	11.7	5.0	7.3	8.1	146.0	194.3	184.2	2.09E-02	0.32
FBgn0013726	pnut	201.2	201.5	236.7	164.7	144.7	146.8	129.5	101.8	165.5	1792.8	1501.1	1484.7	2.09E-02	0.62
FBgn0015331	abs	27.6	17.7	17.1	6.2	11.9	12.8	8.6	6.5	0.0	184.6	173.0	185.5	2.09E-02	0.24
FBgn0015278	Pi3K68D	16.5	16.0	22.7	8.8	9.9	10.8	10.1	6.6	1.3	121.7	101.3	102.1	2.10E-02	0.33
FBgn0037696	GstZ1	48.1	98.0	85.5	22.0	35.0	23.2	9.2	29.8	0.0	225.3	254.3	245.8	2.10E-02	0.17
FBgn0032169	CG4709	6.9	6.4	7.4	0.0	3.1	0.0	0.0	4.3	0.0	110.2	112.2	112.5	2.11E-02	0.21
FBgn0031662	CG3792	108.5	102.2	65.8	68.8	81.8	92.0	48.0	40.2	36.1	542.5	535.4	454.8	2.11E-02	0.45
FBgn0263593	Lpin	58.9	49.4	47.1	31.7	13.7	8.8	33.3	17.3	4.5	22.8	19.1	19.2	2.11E-02	0.35
FBgn0028474	CG4119	20.4	39.9	33.6	10.0	13.1	13.9	10.0	11.2	2.9	203.4	199.9	206.2	2.11E-02	0.26
FBgn0263603	Zn72D	259.7	226.0	330.3	144.7	195.1	171.1	149.0	137.3	172.1	97.5	76.9	80.9	2.11E-02	0.56
FBgn0035181	CG9205	115.0	101.2	159.3	99.4	54.5	75.0	6.7	50.5	57.4	282.9	280.5	257.9	2.12E-02	0.31
FBgn0026741	mRpL18	65.1	58.5	68.6	38.0	26.5	30.1	45.0	15.4	12.2	68.9	80.9	54.1	2.12E-02	0.38
FBgn0052438	SMC5	132.1	180.3	100.8	89.8	68.1	83.5	62.5	39.5	15.8	69.3	112.0	104.6	2.12E-02	0.29
FBgn0034061	Ufc1	14.3	6.7	19.4	7.0	0.0	7.0	0.0	0.0	0.0	44.2	70.1	60.6	2.13E-02	0.00
FBgn0039972	Marf1	661.7	856.4	520.5	423.6	357.4	491.7	351.8	309.4	279.5	550.3	758.4	585.9	2.13E-02	0.46
FBgn0002069	AspRS	182.0	166.1	267.4	130.4	108.0	148.6	101.0	82.7	76.5	157.1	132.3	99.6	2.14E-02	0.42
FBgn0036510	SCCRO	213.0	123.6	184.7	101.3	105.1	113.0	58.7	70.8	87.4	434.7	464.0	428.9	2.14E-02	0.42
FBgn0259982	Uxt	163.2	251.1	154.9	134.3	110.1	53.8	42.0	86.3	72.9	173.1	190.3	197.0	2.14E-02	0.35
FBgn0036888	CG9330	52.8	31.9	50.0	33.0	34.6	46.1	21.1	21.9	12.9	76.3	79.4	60.6	2.15E-02	0.42
FBgn0033993	CG8089	18.6	15.6	15.1	13.0	10.4	9.5	8.4	11.7	5.2	8.7	7.3	2.6	2.15E-02	0.51
FBgn0027515	CG7115	53.2	105.7	61.3	24.0	26.5	26.5	14.9	14.4	10.9	293.8	265.6	297.4	2.15E-02	0.18
FBgn0028399	TMS1	129.9	146.6	148.1	72.2	75.0	109.2	97.1	53.6	20.0	513.1	443.1	464.3	2.15E-02	0.40
FBgn0038274	Nup93-2	63.2	58.9	69.5	36.8	34.2	41.0	50.8	30.8	34.6	182.9	176.7	155.0	2.15E-02	0.61
FBgn0058002	ND-AGGG	530.3	905.6	385.4	184.0	216.3	193.9	0.0	88.3	0.0	695.5	1218.4	2300.3	2.15E-02	0.05
FBgn0036333	MICAL-like	29.4	39.2	23.1	24.5	15.6	18.6	15.0	12.1	12.2	159.7	166.9	153.3	2.16E-02	0.43
FBgn0030552	mRpL38	91.6	71.0	67.5	65.9	60.2	52.1	39.2	33.4	0.0	36.1	44.2	41.6	2.16E-02	0.32
FBgn0085442	NKAIN	0.0	2.6	0.0	5.1	5.5	6.0	6.6	4.4	9.0	64.2	126.7	44.3	2.17E-02	7.63
FBgn0085736	CG40472	526.4	904.7	385.4	184.0	216.3	193.9	0.0	88.3	0.0	694.3	1218.5	2301.6	2.18E-02	0.05
FBgn0033846	mip120	21.3	16.3	18.8	7.7	10.2	11.4	12.8	6.9	11.6	131.4	129.6	121.6	2.18E-02	0.56
FBgn0263773	fok	335.6	375.6	0.0	721.4	600.4	754.9	792.4	652.0	661.7	190.4	215.7	66.7	2.18E-02	2.96
FBgn0035209	msd1	110.6	125.2	86.1	48.3	58.7	72.5	19.8	43.7	66.1	976.5	1083.3	851.5	2.18E-02	0.40
FBgn0037470	Tailor	32.6	73.7	66.5	56.6	43.3	46.9	11.9	13.8	5.7	232.5	271.3	328.5	2.18E-02	0.18
FBgn0035228	CG12091	95.2	106.6	146.2	71.1	65.2	65.8	64.1	45.3	58.8	644.2	572.8	422.9	2.18E-02	0.48
FBgn0035024	CG11414	67.8	47.6	45.3	57.2	41.1	34.8	30.9	22.6	16.2	43.3	51.9	51.3	2.18E-02	0.43
FBgn0037637	IscU	98.4	107.9	178.7	61.1	0.0	48.9	9.9	46.4	28.7	132.7	128.6	93.6	2.19E-02	0.22
FBgn0036994	CG5199	48.8	56.0	65.8	32.4	30.5	29.7	21.9	39.8	17.9	1105.3	1100.0	1111.5	2.19E-02	0.47
FBgn0030018	slpr	13.8	24.2	21.5	5.5	10.6	7.8	10.2	4.7	2.9	43.4	55.4	53.9	2.19E-02	0.30
FBgn0001324	kto	31.2	33.8	42.5	28.1	30.1	39.6	20.8	24.0	14.4	37.5	69.5	25.2	2.20E-02	0.55
FBgn0010622	DCTN3-p24	94.0	81.6	103.4	47.3	42.5	49.3	53.2	36.1	67.9	234.4	203.0	180.9	2.20E-02	0.56
FBgn0023519	mRpL16	68.1	74.9	73.6	31.8	23.9	28.6	35.4	22.4	54.5	179.4	129.4	178.9	2.20E-02	0.52
FBgn0085224	CG34195	25.2	42.1	52.5	27.4	12.9	21.2	9.3	11.0	12.2	169.8	176.3	151.1	2.20E-02	0.27
FBgn0038376	Hmt-1	25.9	20.5	27.1	7.3	20.5	13.4	10.2	15.9	4.0	106.1	96.5	78.4	2.21E-02	0.41
FBgn0035334	CG8993	56.5	94.1	75.3	0.0	29.1	32.8	0.0	13.6	39.4	43.7	41.9	53.7	2.21E-02	0.23
FBgn0039930	CG11077	136.2	134.3	215.4	85.1	95.8	92.8	65.5	64.4	17.0	332.1	392.9	312.0	2.22E-02	0.30
FBgn0033669	PI31	210.7	156.3	312.1	105.2	80.7	82.7	77.3	52.3	34.8	112.4	116.6	117.6	2.22E-02	0.24
FBgn0051694	CG31694	26.0	49.6	51.4	19.8	38.7	36.4	14.8	12.2	4.2	233.9	279.2	282.9	2.22E-02	0.25
FBgn0023542	Nmd3	97.7	94.0	52.6	38.3	38.5	41.3	25.3	28.6	32.0	77.8	75.1	58.2	2.23E-02	0.35
FBgn0039977	CG17454	97.7	177.2	117.5	113.5	52.9	79.5	39.3	53.5	27.6	391.8	567.7	629.7	2.23E-02	0.31
FBgn0037708	CG9386	5.9	10.9	12.2	0.0	4.8	4.8	3.9	0.0	0.0	2.4	5.6	7.0	2.25E-02	0.13
FBgn0041210	HDAC4	2.4	1.4	0.0	3.3	9.1	5.1	6.9	3.8	5.5	8.2	13.8	13.0	2.26E-02	4.31
FBgn0053825	His1:CG33825	7.4	14.4	6.6	3.8	1.1	0.0	0.5	0.8	0.0	1.4	2.3	18.8	2.26E-02	0.05
FBgn0035590	Prpk	13.7	24.4	26.9	13.8	4.7	12.2	0.0	7.5	6.7	30.1	26.6	29.7	2.27E-02	0.22
FBgn0033907	mRpS16	146.4	300.9	362.7	142.8	66.9	82.9	42.8	50.9	0.0	177.6	171.6	195.3	2.27E-02	0.12
FBgn0286831	sov	7.4	10.6	7.9	6.1	6.4	7.8	3.7	5.6	3.9	143.0	76.1	127.3	2.27E-02	0.51
FBgn0053819	His1:CG33819	5.0	8.3	3.4	3.7	2.2	2.1	0.0	0.9	0.0	1.8	3.3	20.0	2.27E-02	0.06
FBgn0033122	CG17002	37.2	37.2	51.4	33.8	44.2	45.2	26.6	21.9	15.6	599.2	497.3	541.2	2.27E-02	0.51
FBgn0013683	mt:ND4L	1062.1	1704.4	695.0	190.5	116.8	98.0	59.4	124.6	85.1	137.7	361.0	309.0	2.28E-02	0.08
FBgn0000183	BicD	52.3	70.7	39.1	22.4	26.4	34.1	20.2	24.1	15.0	664.2	638.6	602.0	2.28E-02	0.37
FBgn0034158	CG5522	31.0	40.6	39.5	25.8	26.9	26.0	17.5	27.1	14.9	74.7	85.8	88.7	2.28E-02	0.54
FBgn0029688	lva	11.8	15.6	15.4	10.4	14.7	11.5	10.5	8.1	8.0	43.5	36.1	30.2	2.28E-02	0.62
FBgn0031115	CG11710	34.1	33.6	50.7	21.6	15.7	23.7	16.7	19.9	5.8	19.5	11.4	11.4	2.28E-02	0.36
FBgn0013676	mt:CoIII	3492.3	5247.8	2329.0	790.4	668.2	696.8	512.0	859.5	435.7	684.7	1503.9	1426.3	2.28E-02	0.16
FBgn0030038	CG1440	173.8	250.5	331.3	120.9	132.9	139.9	86.5	91.0	87.3	868.6	744.7	918.9	2.28E-02	0.35
FBgn0029891	Pink1	76.9	52.0	56.9	36.0	37.7	30.0	39.0	26.3	25.6	228.3	226.9	255.5	2.28E-02	0.49
FBgn0261385	scra	55.9	88.5	60.0	40.0	41.5	48.1	27.9	35.6	25.4	1201.4	939.3	915.7	2.29E-02	0.43
FBgn0032161	CG4594	63.6	101.6	131.6	59.4	40.3	48.8	24.5	32.8	25.3	165.5	164.6	151.5	2.29E-02	0.28
FBgn0036096	CG8003	35.3	37.1	62.6	19.9	27.6	19.3	5.3	7.4	18.2	78.4	73.6	77.6	2.30E-02	0.23
FBgn0032956	Cul2	86.6	162.3	145.8	91.4	91.5	93.4	53.3	49.6	20.5	294.5	328.7	352.2	2.30E-02	0.31
FBgn0032444	CCT4	602.0	494.9	809.0	370.2	392.2	387.1	281.5	283.5	332.6	1285.2	1075.0	819.3	2.30E-02	0.47
FBgn0262737	mub	81.5	86.2	93.2	74.1	46.2	70.6	30.3	35.6	66.9	354.8	317.8	507.9	2.31E-02	0.51
FBgn0041150	hoe1	31.3	44.8	44.2	27.4	25.0	20.9	20.3	26.9	19.6	973.1	815.5	716.7	2.31E-02	0.56
FBgn0036538	CG15715	130.3	306.1	290.8	148.1	88.4	83.9	0.0	71.2	0.0	1101.0	1441.8	2055.3	2.31E-02	0.10
FBgn0036354	Poc1	141.4	154.5	184.3	129.1	94.3	146.7	105.4	76.7	114.7	1079.9	931.9	926.6	2.32E-02	0.62
FBgn0086605	CG9853	16.5	26.3	16.6	3.4	9.7	5.8	7.7	7.4	0.0	93.9	95.3	104.7	2.32E-02	0.25
FBgn0034796	CG3700	3.5	2.4	6.2	0.0	0.0	3.1	0.0	0.0	0.0	4.0	3.4	9.2	2.32E-02	0.00
FBgn0028541	TM9SF4	33.8	32.8	44.1	15.5	17.3	22.9	14.7	15.0	25.8	319.7	274.2	231.1	2.32E-02	0.50
FBgn0031631	CG3225	50.4	21.8	41.3	17.7	19.4	14.7	10.2	5.8	5.3	35.8	43.5	42.6	2.32E-02	0.19
FBgn0015621	Clp	65.5	41.1	66.8	41.8	38.7	25.4	25.6	31.1	17.2	148.1	164.7	142.2	2.33E-02	0.43
