From	To	Species	Gene Name
B7Z043	FBgn0052296	Drosophila melanogaster	Myocardin-related transcription factor(Mrtf)
Q8SYU0	FBgn0032101	Drosophila melanogaster	CG9586 gene product from transcript CG9586-RB(CG9586)
B7Z040	FBgn0039902	Drosophila melanogaster	Zinc/iron regulated transporter-related protein 102B(Zip102B)
Q8SYU2	FBgn0032404	Drosophila melanogaster	Ribosomal protein L7-like(RpL7-like)
Q8SZ63	FBgn0039188	Drosophila melanogaster	Golgin-84 ortholog (H. sapiens)(Golgin84)
Q9U6R9	FBgn0028552	Drosophila melanogaster	gamma Soluble NSF attachment protein 1(gammaSnap1)
Q9VH80	FBgn0037741	Drosophila melanogaster	CG16908 gene product from transcript CG16908-RA(CG16908)
P46415	FBgn0011768	Drosophila melanogaster	Formaldehyde dehydrogenase(Fdh)
O61360	FBgn0020309	Drosophila melanogaster	crooked legs(crol)
Q9W5E7	FBgn0029529	Drosophila melanogaster	CG13365 gene product from transcript CG13365-RA(CG13365)
A1Z6V5	FBgn0024293	Drosophila melanogaster	Serpin 43Ab(Spn43Ab)
Q9VTE9	FBgn0261112	Drosophila melanogaster	beta-Amyloid precursor protein binding protein 1(APP-BP1)
P36241	FBgn0002607	Drosophila melanogaster	Ribosomal protein L19(RpL19)
Q9VTE5	FBgn0010741	Drosophila melanogaster	lethal (3) 01239(l(3)01239)
P83967	FBgn0000047	Drosophila melanogaster	Actin 88F(Act88F)
Q9VTE0	FBgn0036118	Drosophila melanogaster	Biogenesis of lysosome-related organelles complex 1, subunit 2(Blos2)
Q9VTE1	FBgn0052069	Drosophila melanogaster	CG32069 gene product from transcript CG32069-RA(CG32069)
Q7JNE1	FBgn0014269	Drosophila melanogaster	proliferation disrupter(prod)
Q9VH91	FBgn0051352	Drosophila melanogaster	CG31352 gene product from transcript CG31352-RE(Unc-115a)
Q8SZ31	FBgn0028663	Drosophila melanogaster	Vacuolar H[+] ATPase M9.7 subunit b(VhaM9.7-b)
Q9NH51	FBgn0261279	Drosophila melanogaster	liquid facets-Related(lqfR)
Q9VH95	FBgn0037728	Drosophila melanogaster	CG16817 gene product from transcript CG16817-RA(CG16817)
Q9VTD9	FBgn0036117	Drosophila melanogaster	CG6321 gene product from transcript CG6321-RA(CG6321)
A1Z763	FBgn0050377	Drosophila melanogaster	CG30377 gene product from transcript CG30377-RB(CG30377)
A1Z765	FBgn0033232	Drosophila melanogaster	CG12159 gene product from transcript CG12159-RB(CG12159)
Q8SYR7	FBgn0037533	Drosophila melanogaster	CD98 heavy chain(CD98hc)
A1Z768	FBgn0023171	Drosophila melanogaster	ribonuclease H1(rnh1)
Q8SYR5	FBgn0047114	Drosophila melanogaster	CG31142 gene product from transcript CG31142-RA(CG31142)
Q86B47	FBgn0027602	Drosophila melanogaster	CG8611 gene product from transcript CG8611-RB(CG8611)
Q86B46	FBgn0030839	Drosophila melanogaster	CG5613 gene product from transcript CG5613-RA(CG5613)
Q86B44	FBgn0030882	Drosophila melanogaster	Glutathione Synthetase(GSS)
Q9VGY8	FBgn0037819	Drosophila melanogaster	CG14688 gene product from transcript CG14688-RB(CG14688)
B7Z022	FBgn0031768	Drosophila melanogaster	CG12393 gene product from transcript CG12393-RB(CG12393)
Q9VLF2	FBgn0032089	Drosophila melanogaster	Rcd-1 related(Rcd-1r)
Q8T3P0	FBgn0037138	Drosophila melanogaster	delta-1-Pyrroline-5-carboxylate dehydrogenase 1(P5CDh1)
Q9VLF6	FBgn0040964	Drosophila melanogaster	CG18661 gene product from transcript CG18661-RA(CG18661)
Q8T3P8	FBgn0010747	Drosophila melanogaster	Signal recognition particle protein 54k(Srp54k)
Q8SYS5	FBgn0029959	Drosophila melanogaster	CG12156 gene product from transcript CG12156-RB(Rab39)
Q9VGY2	FBgn0051278	Drosophila melanogaster	CG31278 gene product from transcript CG31278-RA(CG31278)
Q8SYS1	FBgn0035160	Drosophila melanogaster	hinge3(hng3)
A1Z757	FBgn0003082	Drosophila melanogaster	photorepair(phr)
O61380	FBgn0023213	Drosophila melanogaster	eukaryotic translation initiation factor 4G(eIF4G)
P27716	FBgn0004646	Drosophila melanogaster	optic ganglion reduced(ogre)
B7Z028	FBgn0031813	Drosophila melanogaster	CG9527 gene product from transcript CG9527-RD(CG9527)
Q9VTC1	FBgn0036104	Drosophila melanogaster	CG6418 gene product from transcript CG6418-RB(CG6418)
Q86B53	FBgn0053172	Drosophila melanogaster	CG33172 gene product from transcript CG33172-RB(CG33172)
Q9VTC3	FBgn0036106	Drosophila melanogaster	CG6409 gene product from transcript CG6409-RB(CG6409)
Q9VTC4	FBgn0036107	Drosophila melanogaster	CG7949 gene product from transcript CG7949-RA(CG7949)
Q9VNR9	FBgn0037184	Drosophila melanogaster	CG14450 gene product from transcript CG14450-RA(CG14450)
Q9XYZ4	FBgn0020270	Drosophila melanogaster	meiotic recombination 11(mre11)
Q9VNR6	FBgn0010830	Drosophila melanogaster	lethal (3) 04053(l(3)04053)
Q9XYZ5	FBgn0260962	Drosophila melanogaster	piccolo(pic)
Q8ING0	FBgn0051326	Drosophila melanogaster	CG31326 gene product from transcript CG31326-RA(CG31326)
Q9W032	FBgn0000543	Drosophila melanogaster	ecdysoneless(ecd)
Q9XYZ9	FBgn0027590	Drosophila melanogaster	Glutathione S transferase E12(GstE12)
Q9VX25	FBgn0030863	Drosophila melanogaster	CG8188 gene product from transcript CG8188-RD(CG8188)
Q9VX24	FBgn0030864	Drosophila melanogaster	CG8173 gene product from transcript CG8173-RA(CG8173)
Q9VWQ3	FBgn0030959	Drosophila melanogaster	CG6961 gene product from transcript CG6961-RA(CG6961)
Q8T3X9	FBgn0026666	Drosophila melanogaster	lethal (1) G0136(l(1)G0136)
Q7JW66	FBgn0033475	Drosophila melanogaster	CG12129 gene product from transcript CG12129-RA(CG12129)
Q7JW61	FBgn0033916	Drosophila melanogaster	Ubiquitin specific protease 20/33(Usp20-33)
Q7JW60	FBgn0033569	Drosophila melanogaster	CG12942 gene product from transcript CG12942-RA(CG12942)
Q960W0	FBgn0051643	Drosophila melanogaster	CG31643 gene product from transcript CG31643-RA(CG31643)
Q9I7D3	FBgn0042134	Drosophila melanogaster	Caprin(Capr)
Q9VNS2	FBgn0037182	Drosophila melanogaster	ADP-ribosylation factor GTPase activating protein 3(ArfGAP3)
P32392	FBgn0262716	Drosophila melanogaster	Actin-related protein 3(Arp3)
Q9W022	FBgn0035334	Drosophila melanogaster	CG8993 gene product from transcript CG8993-RA(CG8993)
Q9W021	FBgn0035335	Drosophila melanogaster	mitochondrial ribosomal protein L23(mRpL23)
Q9VNQ3	FBgn0037199	Drosophila melanogaster	CG11137 gene product from transcript CG11137-RB(CG11137)
Q9VX31	FBgn0030858	Drosophila melanogaster	Integrator 2(IntS2)
Q9VX34	FBgn0030855	Drosophila melanogaster	CG5800 gene product from transcript CG5800-RA(CG5800)
Q8INF7	FBgn0051320	Drosophila melanogaster	HEAT repeat containing 2(HEATR2)
Q7JW73	FBgn0033373	Drosophila melanogaster	CG8080 gene product from transcript CG8080-RC(CG8080)
P14318	FBgn0002789	Drosophila melanogaster	Muscle protein 20(Mp20)
Q6NP91	FBgn0033259	Drosophila melanogaster	CG11210 gene product from transcript CG11210-RA(CG11210)
Q9VJE3	FBgn0032635	Drosophila melanogaster	CG15141 gene product from transcript CG15141-RA(CG15141)
Q9VJE4	FBgn0032634	Drosophila melanogaster	CG6840 gene product from transcript CG6840-RA(Rpb11)
Q6NP72	FBgn0033608	Drosophila melanogaster	CG13220 gene product from transcript CG13220-RB(CG13220)
O44434	FBgn0022984	Drosophila melanogaster	quaking related 58E-3(qkr58E-3)
Q9VWS1	FBgn0030944	Drosophila melanogaster	CG6617 gene product from transcript CG6617-RA(CG6617)
Q9VNP7	FBgn0037203	Drosophila melanogaster	slimfast(slif)
O44435	FBgn0022986	Drosophila melanogaster	quaking related 58E-1(qkr58E-1)
Q9W019	FBgn0035337	Drosophila melanogaster	CG15877 gene product from transcript CG15877-RA(CG15877)
Q9VWS2	FBgn0030943	Drosophila melanogaster	CG6540 gene product from transcript CG6540-RA(CG6540)
O44437	FBgn0023167	Drosophila melanogaster	Small ribonucleoprotein particle protein SmD3(SmD3)
Q9VNP8	FBgn0037202	Drosophila melanogaster	Suppressor of Stem-Loop mutation ortholog (S. cerevisiae)(Ssl1)
Q9VBF0	FBgn0039427	Drosophila melanogaster	CG5447 gene product from transcript CG5447-RA(CG5447)
Q9VX48	FBgn0263706	Drosophila melanogaster	CG43658 gene product from transcript CG43658-RE(CG43658)
Q9VWS7	FBgn0030938	Drosophila melanogaster	CG15047 gene product from transcript CG15047-RA(CG15047)
Q960T6	FBgn0036480	Drosophila melanogaster	CG17081 gene product from transcript CG17081-RB(Cep135)
Q7JW46	FBgn0033519	Drosophila melanogaster	CG11825 gene product from transcript CG11825-RC(CG11825)
Q8INI8	FBgn0013277	Drosophila melanogaster	Heat-shock-protein-70Ba(Hsp70Ba)
A4V4S5	FBgn0000257	Drosophila melanogaster	carnation(car)
Q06943	FBgn0010228	Drosophila melanogaster	HMG protein Z(HmgZ)
Q9VJD2	FBgn0032642	Drosophila melanogaster	CG5110 gene product from transcript CG5110-RB(CG5110)
Q9VJD3	FBgn0024689	Drosophila melanogaster	four way stop(fws)
Q9VJD0	FBgn0032644	Drosophila melanogaster	CG5131 gene product from transcript CG5131-RA(CG5131)
Q9VJD1	FBgn0032643	Drosophila melanogaster	Glucosidase 2 beta subunit(GCS2beta)
Q9W020	FBgn0035336	Drosophila melanogaster	CG9004 gene product from transcript CG9004-RA(CG9004)
Q9VJD4	FBgn0032640	Drosophila melanogaster	small glutamine-rich tetratricopeptide containing protein(Sgt)
Q9VJC7	FBgn0032646	Drosophila melanogaster	CG6412 gene product from transcript CG6412-RA(CG6412)
Q9GQM8	FBgn0039132	Drosophila melanogaster	Adaptor Protein complex 1, sigma subunit(AP-1sigma)
Q9GQM7	FBgn0043012	Drosophila melanogaster	Adaptor Protein complex 2, sigma subunit(AP-2sigma)
O44424	FBgn0023506	Drosophila melanogaster	CG1474 gene product from transcript CG1474-RA(Es2)
Q9VWT3	FBgn0030932	Drosophila melanogaster	gamma-glutamyl transpeptidase(Ggt-1)
Q6NP69	FBgn0250732	Drosophila melanogaster	GST-containing FLYWCH zinc-finger protein(gfzf)
Q8INH9	FBgn0038108	Drosophila melanogaster	CG7518 gene product from transcript CG7518-RJ(CG7518)
Q8INH7	FBgn0038118	Drosophila melanogaster	CG7855 gene product from transcript CG7855-RA(timeout)
Q960S7	FBgn0004391	Drosophila melanogaster	shattered(shtd)
Q8INK7	FBgn0037890	Drosophila melanogaster	CG17734 gene product from transcript CG17734-RA(CG17734)
Q960R0	FBgn0034971	Drosophila melanogaster	CG3209 gene product from transcript CG3209-RE(CG3209)
Q9I7I0	FBgn0015625	Drosophila melanogaster	Cyclin B3(CycB3)
Q7JW27	FBgn0033692	Drosophila melanogaster	washout(wash)
O96880	FBgn0015828	Drosophila melanogaster	Transcription factor IIEalpha(TfIIEalpha)
O96881	FBgn0015829	Drosophila melanogaster	Transcription factor IIEbeta(TfIIEbeta)
Q4TZQ4	FBgn0086358	Drosophila melanogaster	TAK1-associated binding protein 2(Tab2)
Q9VBG6	FBgn0039417	Drosophila melanogaster	CG6073 gene product from transcript CG6073-RA(CG6073)
Q9VJJ0	FBgn0032596	Drosophila melanogaster	Proteasome beta4 subunit(Prosbeta4)
Q9VBI1	FBgn0039403	Drosophila melanogaster	CG14549 gene product from transcript CG14549-RA(Sld5)
Q9XZ68	FBgn0028970	Drosophila melanogaster	beta subunit of type II geranylgeranyl transferase(betaggt-II)
Q9VBI0	FBgn0039404	Drosophila melanogaster	CG14543 gene product from transcript CG14543-RA(CG14543)
Q9I7J0	FBgn0038774	Drosophila melanogaster	CG5023 gene product from transcript CG5023-RA(CG5023)
Q960Q8	FBgn0035027	Drosophila melanogaster	CG3511 gene product from transcript CG3511-RA(CG3511)
Q9XZ63	FBgn0027095	Drosophila melanogaster	Mesencephalic astrocyte-derived neurotrophic factor ortholog(Manf)
Q9VJI9	FBgn0032597	Drosophila melanogaster	CG17904 gene product from transcript CG17904-RA(CG17904)
Q9VJI7	FBgn0261068	Drosophila melanogaster	CG13277 gene product from transcript CG13277-RC(LSm7)
Q9VWN5	FBgn0030973	Drosophila melanogaster	CG7332 gene product from transcript CG7332-RB(CG7332)
Q9VBH7	FBgn0039407	Drosophila melanogaster	CG14544 gene product from transcript CG14544-RA(CG14544)
Q9XZ58	FBgn0027053	Drosophila melanogaster	COP9 signalosome subunit 5(CSN5)
Q960P4	FBgn0262619	Drosophila melanogaster	DNA ligase I(DNA-ligI)
Q9VX02	FBgn0030883	Drosophila melanogaster	CG7772 gene product from transcript CG7772-RA(CG7772)
Q7JW01	FBgn0041702	Drosophila melanogaster	CG15107 gene product from transcript CG15107-RA(CG15107)
Q7JW07	FBgn0033547	Drosophila melanogaster	CG12935 gene product from transcript CG12935-RA(CG12935)
Q8INM3	FBgn0037810	Drosophila melanogaster	slender lobes(sle)
Q9VX09	FBgn0030877	Drosophila melanogaster	Actin-related protein 8(Arp8)
Q9VX08	FBgn0030878	Drosophila melanogaster	CG6769 gene product from transcript CG6769-RB(CG6769)
Q9VJH2	FBgn0051739	Drosophila melanogaster	CG31739 gene product from transcript CG31739-RA(CG31739)
Q9VWP0	FBgn0030970	Drosophila melanogaster	CG7326 gene product from transcript CG7326-RB(CG7326)
Q9VWP1	FBgn0030969	Drosophila melanogaster	Ubiquitin specific protease 39(Usp39)
Q7JW12	FBgn0034455	Drosophila melanogaster	CG11007 gene product from transcript CG11007-RB(CG11007)
Q7JVP2	FBgn0031047	Drosophila melanogaster	Required for cell differentiation 1 ortholog(Rcd-1)
Q9VWP4	FBgn0030966	Drosophila melanogaster	CG7280 gene product from transcript CG7280-RA(CG7280)
Q9VX14	FBgn0030872	Drosophila melanogaster	CG6492 gene product from transcript CG6492-RB(Ucp4A)
Q9VX15	FBgn0030871	Drosophila melanogaster	CG8142 gene product from transcript CG8142-RA(CG8142)
Q9I7L5	FBgn0015569	Drosophila melanogaster	alpha-Esterase-10(alpha-Est10)
Q8INL3	FBgn0051373	Drosophila melanogaster	CG31373 gene product from transcript CG31373-RA(CG31373)
Q9I7L4	FBgn0037481	Drosophila melanogaster	CG10059 gene product from transcript CG10059-RA(MAGE)
P02828	FBgn0001233	Drosophila melanogaster	Heat shock protein 83(Hsp83)
Q9VJG4	FBgn0040985	Drosophila melanogaster	CG6115 gene product from transcript CG6115-RB(CG6115)
Q9I7K5	FBgn0069242	Drosophila melanogaster	eclair(eca)
Q7KGU6	FBgn0040777	Drosophila melanogaster	CG14767 gene product from transcript CG14767-RA(CG14767)
Q9I7K6	FBgn0037624	Drosophila melanogaster	CG8223 gene product from transcript CG8223-RB(CG8223)
P02825	FBgn0013276	Drosophila melanogaster	Heat-shock-protein-70Ab(Hsp70Ab)
Q9VX17	FBgn0030870	Drosophila melanogaster	CG6398 gene product from transcript CG6398-RB(CG6398)
Q8T4A9	FBgn0030789	Drosophila melanogaster	CG9606 gene product from transcript CG9606-RB(Rrp45)
Q8T4A5	FBgn0037942	Drosophila melanogaster	CG14721 gene product from transcript CG14721-RA(CG14721)
Q9I7L9	FBgn0042175	Drosophila melanogaster	CG18858 gene product from transcript CG18858-RB(CG18858)
Q9I7L8	FBgn0032863	Drosophila melanogaster	Cell division cycle 23 ortholog(Cdc23)
A4V4I0	FBgn0001105	Drosophila melanogaster	G protein beta-subunit 13F(Gbeta13F)
Q9VWY7	FBgn0030894	Drosophila melanogaster	CG7192 gene product from transcript CG7192-RA(CG7192)
Q9VWY6	FBgn0022724	Drosophila melanogaster	TBP-associated factor 8(Taf8)
Q9I7M2	FBgn0032818	Drosophila melanogaster	CG10628 gene product from transcript CG10628-RA(CG10628)
Q9XZ34	FBgn0050085	Drosophila melanogaster	Rap1 interacting factor 1(Rif1)
Q9XZ32	FBgn0027512	Drosophila melanogaster	CG10254 gene product from transcript CG10254-RB(CG10254)
Q9XZ31	FBgn0027513	Drosophila melanogaster	anastral spindle 2(ana2)
O01404	FBgn0019948	Drosophila melanogaster	Peptidylglycine-alpha-hydroxylating monooxygenase(Phm)
Q9VBL3	FBgn0039379	Drosophila melanogaster	CG5886 gene product from transcript CG5886-RA(CG5886)
Q9XZ28	FBgn0027515	Drosophila melanogaster	CG7115 gene product from transcript CG7115-RD(CG7115)
Q9XZ29	FBgn0011606	Drosophila melanogaster	Kinesin-like protein at 3A(Klp3A)
Q8T4C4	FBgn0036568	Drosophila melanogaster	ATP synthase, beta subunit-like(ATPsynbetaL)
P48375	FBgn0013954	Drosophila melanogaster	FK506-binding protein 2(FK506-bp2)
P02844	FBgn0005391	Drosophila melanogaster	Yolk protein 2(Yp2)
P02843	FBgn0004045	Drosophila melanogaster	Yolk protein 1(Yp1)
P12982	FBgn0004103	Drosophila melanogaster	Protein phosphatase 1 at 87B(Pp1-87B)
Q9VNZ3	FBgn0037121	Drosophila melanogaster	CG11246 gene product from transcript CG11246-RA(Rpb8)
P45890	FBgn0011741	Drosophila melanogaster	Actin-related protein 6(Arp6)
P50882	FBgn0015756	Drosophila melanogaster	Ribosomal protein L9(RpL9)
P52304	FBgn0003124	Drosophila melanogaster	CG12306 gene product from transcript CG12306-RA(polo)
Q9I7N3	FBgn0042127	Drosophila melanogaster	CG18789 gene product from transcript CG18789-RA(CG18789)
P45888	FBgn0011742	Drosophila melanogaster	Actin-related protein 2(Arp2)
Q9XZ21	FBgn0086129	Drosophila melanogaster	something that sticks like glue(snama)
P45889	FBgn0011745	Drosophila melanogaster	Actin-related protein 1(Arp1)
P50887	FBgn0015288	Drosophila melanogaster	Ribosomal protein L22(RpL22)
Q9XZ22	FBgn0027521	Drosophila melanogaster	CG3679 gene product from transcript CG3679-RB(CG3679)
Q9XZ19	FBgn0027524	Drosophila melanogaster	CG3909 gene product from transcript CG3909-RA(CG3909)
Q9XYP8	FBgn0001612	Drosophila melanogaster	Gamma-tubulin ring protein 91(Grip91)
Q9VJL9	FBgn0028897	Drosophila melanogaster	CG4935 gene product from transcript CG4935-RA(CG4935)
O97067	FBgn0026566	Drosophila melanogaster	CG1307 gene product from transcript CG1307-RE(CG1307)
O97066	FBgn0262801	Drosophila melanogaster	twisted bristles roughened eye(twr)
Q7JVK1	FBgn0026741	Drosophila melanogaster	mitochondrial ribosomal protein L18(mRpL18)
Q9VNX8	FBgn0037135	Drosophila melanogaster	CG7414 gene product from transcript CG7414-RC(CG7414)
Q7JVK8	FBgn0034362	Drosophila melanogaster	CG5323 gene product from transcript CG5323-RA(CG5323)
Q9XZ16	FBgn0027526	Drosophila melanogaster	Ubiquitin-like domain-containing C-terminal domain phosphatase 1(Ublcp1)
Q9VBN5	FBgn0039359	Drosophila melanogaster	ribosomal protein L27(RpL27)
Q9XZ14	FBgn0027528	Drosophila melanogaster	gone early(goe)
Q9XZ12	FBgn0064766	Drosophila melanogaster	CG7600 gene product from transcript CG7600-RA(CG7600)
Q9XZ06	FBgn0027537	Drosophila melanogaster	Nucleoporin 93kD-1(Nup93-1)
Q9W092	FBgn0022702	Drosophila melanogaster	Chitinase 2(Cht2)
Q8T4E1	FBgn0023545	Drosophila melanogaster	CG4406 gene product from transcript CG4406-RA(CG4406)
A4V4I8	FBgn0003392	Drosophila melanogaster	shibire(shi)
Q9W088	FBgn0027903	Drosophila melanogaster	CG12018 gene product from transcript CG12018-RA(CG12018)
Q9W087	FBgn0035271	Drosophila melanogaster	CG2021 gene product from transcript CG2021-RA(CG2021)
Q7JVL3	FBgn0050342	Drosophila melanogaster	pre-mRNA processing factor 38(Prp38)
P40423	FBgn0003514	Drosophila melanogaster	spaghetti squash(sqh)
Q9VC06	FBgn0039252	Drosophila melanogaster	CG11771 gene product from transcript CG11771-RA(CG11771)
Q94981	FBgn0017418	Drosophila melanogaster	ariadne 1(ari-1)
Q9XZ01	FBgn0027570	Drosophila melanogaster	Neprilysin 2(Nep2)
Q9W086	FBgn0035272	Drosophila melanogaster	mitochondrial ribosomal protein L46(mRpL46)
Q7JVH6	FBgn0033101	Drosophila melanogaster	CG9436 gene product from transcript CG9436-RA(CG9436)
Q9VNW1	FBgn0037150	Drosophila melanogaster	CG7133 gene product from transcript CG7133-RA(CG7133)
O76912	FBgn0024973	Drosophila melanogaster	CG2701 gene product from transcript CG2701-RA(CG2701)
Q9XYN7	FBgn0026380	Drosophila melanogaster	Proteasome beta3 subunit(Prosbeta3)
Q05913	FBgn0010282	Drosophila melanogaster	Transcription factor IIFalpha(TfIIFalpha)
Q9VK43	FBgn0028965	Drosophila melanogaster	CG9933 gene product from transcript CG9933-RA(A16)
Q9VK46	FBgn0032465	Drosophila melanogaster	CG12404 gene product from transcript CG12404-RA(CG12404)
Q9VBP6	FBgn0039349	Drosophila melanogaster	Succinic semialdehyde dehydrogenase(Ssadh)
Q9I7Q9	FBgn0042112	Drosophila melanogaster	mitochondrial ribosomal protein L36(mRpL36)
Q7JVI3	FBgn0033902	Drosophila melanogaster	Transport and Golgi organization 7(Tango7)
Q7JVI6	FBgn0033381	Drosophila melanogaster	Glutathione S transferase E13(GstE13)
Q9VX62	FBgn0030834	Drosophila melanogaster	CG8675 gene product from transcript CG8675-RA(CG8675)
Q9V8I2	FBgn0034350	Drosophila melanogaster	CG5189 gene product from transcript CG5189-RB(CG5189)
Q6V6U1	FBgn0002930	Drosophila melanogaster	necrotic(nec)
Q9VNV3	FBgn0015075	Drosophila melanogaster	Dead-box-1(Ddx1)
O76904	FBgn0004650	Drosophila melanogaster	female sterile (1) Nasrat(fs(1)N)
Q960Z7	FBgn0030504	Drosophila melanogaster	CG2691 gene product from transcript CG2691-RB(CG2691)
O76902	FBgn0025381	Drosophila melanogaster	rush hour(rush)
Q960Z0	FBgn0030268	Drosophila melanogaster	Kinesin-like protein at 10A(Klp10A)
Q9I7R0	FBgn0042138	Drosophila melanogaster	CG18815 gene product from transcript CG18815-RD(CG18815)
Q7K028	FBgn0261881	Drosophila melanogaster	lethal (2) 35Be(l(2)35Be)
Q9XYM0	FBgn0024811	Drosophila melanogaster	Crk oncogene(Crk)
Q9VC27	FBgn0039234	Drosophila melanogaster	nicastrin(nct)
Q9VK30	FBgn0032477	Drosophila melanogaster	CG5287 gene product from transcript CG5287-RA(CG5287)
Q9VX77	FBgn0260747	Drosophila melanogaster	CG5010 gene product from transcript CG5010-RA(CG5010)
Q9VWV8	FBgn0030915	Drosophila melanogaster	CG6179 gene product from transcript CG6179-RA(CG6179)
Q9VC28	FBgn0039233	Drosophila melanogaster	CG7006 gene product from transcript CG7006-RA(CG7006)
Q9VBQ5	FBgn0039341	Drosophila melanogaster	CG5112 gene product from transcript CG5112-RA(CG5112)
Q9VC22	FBgn0039239	Drosophila melanogaster	CG13641 gene product from transcript CG13641-RA(CG13641)
