"Checked"	"Protein FDR Confidence Combined"	"Master"	"Protein Group IDs"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Mascot A5 Mascot"	"Number of Peptides by Search Engine A5 Mascot"	"Number of Razor Peptides"	"Abundance F1 127N Sample 1 unmated"	"Abundance F1 128N Sample 2 unmated"	"Abundance F1 129N Sample 1 mated"	"Abundance F1 129C Sample 3 unmated"	"Abundance F1 130N Sample 2 mated"	"Abundance F1 130C Sample 3 mated"	"Found in Sample in S1 F1 127N Sample 1 unmated"	"Found in Sample in S2 F1 128N Sample 2 unmated"	"Found in Sample in S3 F1 129N Sample 1 mated"	"Found in Sample in S4 F1 129C Sample 3 unmated"	"Found in Sample in S5 F1 130N Sample 2 mated"	"Found in Sample in S6 F1 130C Sample 3 mated"	"Number of Protein Groups"
"False"	"High"	"IsMasterProtein"	"3274"	"FBgn0017545"	"FBgn0017545"	"0.000"	"108.371"	"63"	"17"	"116"	"17"	"268"	"30.3"	"9.61"	"2252"	"17"	"0"	"14939.3"	"14756.7"	"20270.1"	"11924.7"	"17173.7"	"14115.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2744"	"FBgn0087040"	"FBgn0087040"	"0.000"	"108.334"	"53"	"18"	"75"	"17"	"462"	"51.1"	"5.26"	"1831"	"18"	"0"	"9659.7"	"8633.3"	"11485.8"	"7509.1"	"9079.4"	"7785.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3395"	"FBgn0000416"	"FBgn0000416"	"0.000"	"108.261"	"36"	"33"	"69"	"33"	"953"	"105.9"	"4.97"	"1118"	"33"	"0"	"12354.7"	"11966.6"	"14882.7"	"11030.2"	"13452.4"	"11499.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"116"	"FBgn0262559"	"FBgn0262559"	"0.000"	"108.144"	"65"	"18"	"63"	"18"	"336"	"35.3"	"9.11"	"1346"	"18"	"0"	"12532.9"	"11788.8"	"14686.3"	"10182.3"	"12740.3"	"10453.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"786"	"cRAP053"	"Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens GN=KRT2 PE=1 SV=2"	"0.000"	"107.639"	"57"	"31"	"40"	"26"	"639"	"65.4"	"8.00"	"1340"	"31"	"1"	"5695.0"	"822.8"	"4310.4"	"3209.4"	"4389.9"	"3256.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3204"	"FBgn0027603"	"FBgn0027603"	"0.000"	"107.607"	"25"	"33"	"40"	"33"	"1513"	"172.2"	"5.10"	"1028"	"33"	"0"	"4383.4"	"3891.7"	"4621.9"	"3779.7"	"3890.1"	"3291.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3470"	"FBgn0040309"	"FBgn0040309"	"0.000"	"107.517"	"71"	"13"	"108"	"13"	"194"	"21.7"	"5.71"	"2195"	"13"	"0"	"18764.6"	"18707.6"	"22581.3"	"14752.3"	"18942.7"	"15697.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2674"	"FBgn0028325"	"FBgn0028325"	"0.000"	"107.410"	"50"	"20"	"49"	"20"	"443"	"48.8"	"8.13"	"1198"	"20"	"0"	"6788.0"	"6538.1"	"8039.7"	"5628.1"	"6742.7"	"5777.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1747"	"FBgn0000100"	"FBgn0000100"	"0.000"	"107.373"	"57"	"15"	"82"	"15"	"317"	"34.2"	"6.95"	"1577"	"15"	"0"	"13406.4"	"13327.0"	"15565.0"	"9484.5"	"14808.0"	"11345.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1752"	"FBgn0034753"	"FBgn0034753"	"0.000"	"107.360"	"63"	"13"	"102"	"13"	"205"	"22.2"	"8.75"	"1858"	"13"	"0"	"13884.4"	"14413.1"	"17497.1"	"11387.1"	"16672.9"	"13442.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1510"	"FBgn0003076"	"FBgn0003076"	"0.000"	"107.337"	"49"	"23"	"56"	"23"	"560"	"60.7"	"6.70"	"1254"	"23"	"0"	"7025.2"	"6465.0"	"8812.0"	"5828.4"	"6858.0"	"6045.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4556"	"FBgn0026370"	"FBgn0026370"	"0.000"	"107.262"	"34"	"25"	"42"	"25"	"939"	"103.3"	"9.22"	"806"	"25"	"0"	"3948.3"	"3511.0"	"4118.6"	"3442.6"	"3730.1"	"3129.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3186"	"FBgn0040227"	"FBgn0040227"	"0.000"	"106.977"	"46"	"22"	"57"	"22"	"560"	"63.8"	"7.02"	"1324"	"22"	"0"	"7366.1"	"7306.1"	"9845.0"	"6179.5"	"8282.8"	"7047.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4121"	"FBgn0027084"	"FBgn0027084"	"0.000"	"106.947"	"46"	"28"	"52"	"28"	"607"	"68.5"	"7.08"	"1127"	"28"	"0"	"9185.3"	"9067.4"	"11800.4"	"7514.4"	"10133.7"	"8331.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2352"	"FBgn0250850"	"FBgn0250850"	"0.000"	"106.731"	"26"	"32"	"46"	"32"	"1235"	"137.7"	"6.77"	"981"	"32"	"0"	"7237.6"	"6754.2"	"9271.2"	"6225.9"	"7029.5"	"6201.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3642"	"FBgn0037533"	"FBgn0037533"	"0.000"	"106.695"	"41"	"18"	"38"	"18"	"567"	"62.9"	"5.81"	"928"	"18"	"0"	"5820.5"	"5312.3"	"6387.6"	"4749.9"	"5965.5"	"4865.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"933"	"FBgn0263603"	"FBgn0263603"	"0.000"	"106.656"	"37"	"30"	"45"	"30"	"884"	"96.0"	"8.44"	"1019"	"30"	"0"	"5721.3"	"5394.6"	"6304.3"	"4715.7"	"5616.1"	"4681.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1965"	"FBgn0261016"	"FBgn0261016"	"0.000"	"106.328"	"21"	"34"	"41"	"34"	"1836"	"207.0"	"6.10"	"893"	"34"	"0"	"6480.5"	"6112.0"	"8647.8"	"5767.9"	"6932.8"	"6075.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2764"	"FBgn0000181"	"FBgn0000181"	"0.000"	"106.317"	"80"	"13"	"45"	"13"	"169"	"17.7"	"7.49"	"890"	"13"	"0"	"5438.7"	"5801.1"	"7775.5"	"4067.6"	"7317.9"	"5811.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"342"	"FBgn0014870"	"FBgn0014870"	"0.000"	"106.084"	"39"	"28"	"49"	"28"	"797"	"81.7"	"8.13"	"1182"	"28"	"0"	"5877.2"	"5585.2"	"6854.4"	"4867.5"	"6182.2"	"5341.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"682"	"FBgn0263352"	"FBgn0263352"	"0.000"	"106.022"	"32"	"31"	"39"	"31"	"1057"	"118.4"	"6.55"	"900"	"31"	"0"	"5442.8"	"4849.3"	"6130.4"	"4481.3"	"4833.0"	"4331.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"100"	"FBgn0015221"	"FBgn0015221"	"0.000"	"105.988"	"67"	"16"	"61"	"16"	"236"	"26.2"	"6.52"	"1015"	"16"	"0"	"7892.6"	"8565.2"	"11475.6"	"7315.6"	"9846.2"	"7311.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"955"	"FBgn0026084"	"FBgn0026084"	"0.000"	"105.204"	"77"	"15"	"67"	"15"	"129"	"14.4"	"5.21"	"825"	"15"	"0"	"8542.1"	"8968.4"	"11438.9"	"6876.3"	"10846.4"	"9077.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"667"	"FBgn0028685"	"FBgn0028685"	"0.000"	"104.763"	"54"	"19"	"56"	"19"	"397"	"44.9"	"8.07"	"1459"	"19"	"0"	"6321.3"	"6053.1"	"8262.5"	"5444.5"	"6651.9"	"5604.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3264"	"FBgn0000454"	"FBgn0000454"	"0.000"	"104.673"	"56"	"25"	"64"	"25"	"508"	"55.5"	"6.76"	"1309"	"25"	"0"	"10981.6"	"10258.9"	"13067.6"	"9035.9"	"11317.7"	"9619.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1434"	"FBgn0029823"	"FBgn0029823"	"0.000"	"104.483"	"46"	"24"	"61"	"24"	"537"	"58.8"	"9.04"	"1023"	"24"	"0"	"9210.4"	"8624.2"	"11429.4"	"7186.1"	"9563.6"	"8179.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"935"	"FBgn0016983"	"FBgn0016983"	"0.000"	"104.030"	"42"	"30"	"41"	"30"	"944"	"104.3"	"5.44"	"700"	"30"	"0"	"5650.6"	"5399.1"	"6909.9"	"4424.4"	"6206.1"	"5234.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3374"	"FBgn0034967"	"FBgn0034967"	"0.000"	"103.782"	"59"	"13"	"92"	"13"	"159"	"17.6"	"5.15"	"1304"	"13"	"0"	"19729.8"	"19881.7"	"25664.2"	"16026.3"	"23665.1"	"19270.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4255"	"FBgn0262955"	"FBgn0262955"	"0.000"	"103.771"	"31"	"36"	"42"	"36"	"1176"	"134.0"	"7.05"	"999"	"36"	"0"	"5055.3"	"4850.4"	"6722.7"	"4381.7"	"5226.4"	"4606.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5339"	"FBgn0031266"	"FBgn0031266"	"0.000"	"103.708"	"32"	"34"	"40"	"34"	"1340"	"149.5"	"6.67"	"907"	"34"	"0"	"5715.3"	"5288.3"	"7015.6"	"4551.4"	"6087.3"	"5126.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4592"	"FBgn0036053"	"FBgn0036053"	"0.000"	"103.648"	"40"	"31"	"36"	"31"	"887"	"97.7"	"6.99"	"897"	"31"	"0"	"4869.1"	"4535.9"	"5831.5"	"3935.8"	"5020.4"	"4104.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4323"	"FBgn0000996"	"FBgn0000996"	"0.000"	"103.623"	"46"	"31"	"40"	"31"	"743"	"83.4"	"9.76"	"659"	"31"	"0"	"7654.8"	"6835.5"	"9885.5"	"5586.6"	"8283.0"	"7250.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1967"	"FBgn0010278"	"FBgn0010278"	"0.000"	"103.566"	"40"	"27"	"48"	"27"	"723"	"81.5"	"5.63"	"790"	"27"	"0"	"6747.1"	"6506.2"	"8624.4"	"5975.3"	"6520.8"	"5965.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"174"	"FBgn0042177"	"FBgn0042177"	"0.000"	"103.497"	"34"	"29"	"48"	"2"	"1080"	"120.8"	"4.86"	"874"	"29"	"32"	"7320.6"	"6490.5"	"9073.0"	"5845.4"	"7410.1"	"6332.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"565"	"FBgn0000053"	"FBgn0000053"	"0.000"	"103.416"	"29"	"36"	"44"	"36"	"1353"	"144.4"	"7.21"	"901"	"36"	"0"	"7600.8"	"7036.7"	"9176.9"	"6116.0"	"7353.6"	"6399.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4451"	"FBgn0003071"	"FBgn0003071"	"0.000"	"103.185"	"29"	"23"	"38"	"23"	"950"	"105.1"	"8.54"	"995"	"23"	"0"	"5121.0"	"4986.9"	"6442.4"	"4319.2"	"4931.7"	"4183.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1546"	"FBgn0020235"	"FBgn0020235"	"0.000"	"103.113"	"61"	"17"	"72"	"17"	"297"	"32.9"	"9.22"	"1748"	"17"	"0"	"10153.0"	"9525.4"	"13488.9"	"8557.7"	"10232.6"	"9027.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3681"	"FBgn0024183"	"FBgn0024183"	"0.000"	"103.046"	"49"	"25"	"38"	"25"	"490"	"52.7"	"9.74"	"1032"	"25"	"0"	"3253.0"	"3040.9"	"3887.8"	"2272.5"	"3786.3"	"3152.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4027"	"FBgn0040237"	"FBgn0040237"	"0.000"	"102.959"	"50"	"32"	"52"	"32"	"604"	"68.3"	"9.17"	"939"	"32"	"0"	"9707.4"	"8865.0"	"12197.1"	"7516.8"	"10407.2"	"8754.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3460"	"FBgn0036702"	"FBgn0036702"	"0.000"	"102.946"	"42"	"31"	"47"	"31"	"826"	"89.6"	"8.95"	"1098"	"31"	"0"	"6548.8"	"6061.0"	"7692.6"	"4973.9"	"6678.2"	"5240.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"518"	"FBgn0035328"	"FBgn0035328"	"0.000"	"102.737"	"58"	"19"	"60"	"19"	"382"	"42.5"	"9.11"	"1439"	"19"	"0"	"7340.1"	"7168.1"	"10460.6"	"6843.8"	"7969.1"	"6354.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3846"	"FBgn0004698"	"FBgn0004698"	"0.000"	"102.571"	"28"	"35"	"41"	"35"	"1294"	"144.2"	"9.29"	"579"	"35"	"0"	"7394.2"	"5616.2"	"6932.9"	"5339.7"	"6143.1"	"5038.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1897"	"FBgn0031769"	"FBgn0031769"	"0.000"	"101.841"	"44"	"18"	"47"	"18"	"487"	"53.4"	"7.18"	"760"	"18"	"0"	"5913.4"	"5565.6"	"7415.4"	"5303.2"	"5689.7"	"5019.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1149"	"FBgn0035811"	"FBgn0035811"	"0.000"	"101.830"	"41"	"18"	"56"	"18"	"419"	"45.8"	"7.94"	"1206"	"18"	"0"	"10428.3"	"10523.6"	"13461.3"	"8593.3"	"11706.4"	"9424.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"8"	"FBgn0034733"	"FBgn0034733"	"0.000"	"101.778"	"30"	"34"	"36"	"34"	"1294"	"139.5"	"6.47"	"883"	"34"	"0"	"5745.4"	"5370.2"	"6692.6"	"4586.2"	"5839.3"	"4978.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1877"	"FBgn0004872"	"FBgn0004872"	"0.000"	"101.724"	"39"	"33"	"47"	"33"	"843"	"97.1"	"9.57"	"971"	"33"	"0"	"5248.9"	"4953.5"	"7030.9"	"4250.5"	"5685.6"	"4708.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5200"	"FBgn0028737"	"FBgn0028737"	"0.000"	"101.637"	"73"	"15"	"102"	"15"	"222"	"24.2"	"4.58"	"1548"	"15"	"0"	"13898.9"	"14044.7"	"17760.7"	"11592.2"	"16042.1"	"13219.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1960"	"FBgn0032216"	"FBgn0032216"	"0.000"	"101.480"	"48"	"24"	"57"	"24"	"475"	"53.7"	"6.25"	"1179"	"24"	"0"	"7595.4"	"7366.4"	"9007.7"	"6369.6"	"7634.4"	"6297.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4270"	"FBgn0051075"	"FBgn0051075"	"0.000"	"101.334"	"36"	"19"	"46"	"19"	"508"	"55.4"	"6.99"	"1240"	"19"	"0"	"5900.7"	"4906.7"	"6998.5"	"5499.2"	"5626.5"	"4511.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2022"	"FBgn0032136"	"FBgn0032136"	"0.000"	"101.202"	"9"	"39"	"40"	"39"	"4324"	"492.9"	"6.32"	"678"	"39"	"0"	"4781.3"	"4604.8"	"6252.9"	"3610.6"	"5151.5"	"4107.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"748"	"FBgn0037894"	"FBgn0037894"	"0.000"	"101.162"	"29"	"29"	"47"	"29"	"1018"	"114.3"	"4.87"	"908"	"29"	"0"	"6045.4"	"5626.4"	"8138.2"	"5144.8"	"6678.1"	"5645.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2323"	"FBgn0260962"	"FBgn0260962"	"0.000"	"101.149"	"28"	"30"	"40"	"30"	"1140"	"126.0"	"5.36"	"918"	"30"	"0"	"4802.3"	"4819.4"	"7375.5"	"4460.8"	"5548.8"	"5223.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4887"	"FBgn0264561"	"FBgn0264561"	"0.000"	"100.951"	"33"	"34"	"40"	"34"	"1107"	"125.4"	"7.08"	"694"	"34"	"0"	"5882.9"	"5595.5"	"7715.0"	"4570.2"	"6326.9"	"5494.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"800"	"FBgn0000355"	"FBgn0000355"	"0.000"	"100.748"	"77"	"8"	"159"	"8"	"115"	"12.0"	"8.92"	"4653"	"8"	"0"	"14845.0"	"17322.9"	"14319.6"	"14781.8"	"12666.0"	"9425.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3726"	"FBgn0261276"	"FBgn0261276"	"0.000"	"100.689"	"35"	"36"	"40"	"36"	"972"	"111.7"	"8.65"	"936"	"36"	"0"	"7049.0"	"6643.5"	"9177.3"	"5379.7"	"7668.9"	"6118.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3719"	"FBgn0025724"	"FBgn0025724"	"0.000"	"100.641"	"39"	"28"	"46"	"28"	"914"	"102.6"	"5.26"	"953"	"28"	"0"	"6874.6"	"6771.9"	"9555.0"	"6186.5"	"7471.1"	"6585.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1976"	"FBgn0035630"	"FBgn0035630"	"0.000"	"100.628"	"55"	"18"	"55"	"18"	"391"	"42.7"	"7.11"	"1325"	"18"	"0"	"7334.0"	"6855.8"	"10041.0"	"6221.4"	"7338.0"	"6875.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4594"	"FBgn0042178"	"FBgn0042178"	"0.000"	"100.606"	"33"	"28"	"46"	"1"	"1080"	"120.9"	"4.83"	"839"	"28"	"0"	"144.2"	"121.6"	"229.9"	"185.1"	"161.6"	"150.3"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2944"	"FBgn0029092"	"FBgn0029092"	"0.000"	"100.453"	"37"	"19"	"40"	"19"	"533"	"57.9"	"7.94"	"953"	"19"	"0"	"4015.7"	"3779.1"	"5160.8"	"3073.2"	"4223.9"	"3643.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4918"	"FBgn0030321"	"FBgn0030321"	"0.000"	"100.182"	"35"	"28"	"37"	"28"	"901"	"101.5"	"5.82"	"942"	"28"	"0"	"5373.7"	"4874.8"	"7043.9"	"4675.4"	"5383.8"	"4688.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1106"	"FBgn0015546"	"FBgn0015546"	"0.000"	"100.015"	"34"	"30"	"35"	"30"	"917"	"103.2"	"5.92"	"882"	"30"	"0"	"5159.3"	"4849.2"	"6649.1"	"4561.3"	"4843.2"	"4298.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"4235"	"FBgn0019960"	"FBgn0019960"	"0.000"	"99.754"	"43"	"34"	"47"	"34"	"746"	"82.9"	"8.66"	"763"	"34"	"0"	"9737.8"	"9021.7"	"12142.7"	"7309.1"	"10343.3"	"8185.2"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2501"	"FBgn0020633"	"FBgn0020633"	"0.000"	"99.753"	"44"	"27"	"40"	"27"	"720"	"81.2"	"6.99"	"975"	"27"	"0"	"7480.1"	"6933.1"	"8779.7"	"6328.8"	"7430.6"	"6231.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1523"	"FBgn0035978"	"FBgn0035978"	"0.000"	"99.708"	"60"	"26"	"48"	"26"	"520"	"58.7"	"7.39"	"803"	"26"	"0"	"8740.3"	"8071.1"	"9794.0"	"7200.7"	"8245.7"	"7253.1"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"331"	"FBgn0038810"	"FBgn0038810"	"0.000"	"99.160"	"48"	"28"	"41"	"28"	"650"	"72.8"	"9.06"	"1126"	"28"	"0"	"6097.6"	"5575.7"	"7301.6"	"4689.8"	"5992.3"	"5115.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2908"	"FBgn0022349"	"FBgn0022349"	"0.000"	"99.074"	"75"	"26"	"34"	"26"	"489"	"51.6"	"4.56"	"898"	"26"	"0"	"4984.7"	"4522.0"	"5851.9"	"4012.0"	"5328.2"	"4560.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1645"	"FBgn0039229"	"FBgn0039229"	"0.000"	"98.815"	"29"	"30"	"41"	"30"	"928"	"102.0"	"7.47"	"725"	"30"	"0"	"5575.4"	"5216.1"	"6449.4"	"4542.2"	"5697.0"	"5001.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2023"	"FBgn0037377"	"FBgn0037377"	"0.000"	"98.361"	"41"	"20"	"44"	"20"	"449"	"51.1"	"7.03"	"673"	"20"	"0"	"7069.9"	"6966.1"	"8542.3"	"5904.9"	"7599.9"	"6157.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"70"	"FBgn0030478"	"FBgn0030478"	"0.000"	"98.318"	"47"	"24"	"43"	"24"	"575"	"64.0"	"9.10"	"925"	"24"	"0"	"5714.5"	"5796.6"	"7698.1"	"4951.4"	"6776.6"	"5417.8"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5308"	"FBgn0030328"	"FBgn0030328"	"0.000"	"98.273"	"42"	"16"	"41"	"16"	"550"	"58.4"	"4.58"	"763"	"16"	"0"	"4990.5"	"4830.8"	"5908.1"	"4061.0"	"5289.8"	"4475.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3079"	"FBgn0033062"	"FBgn0033062"	"0.000"	"98.019"	"35"	"33"	"38"	"33"	"943"	"107.2"	"5.55"	"891"	"33"	"0"	"6073.7"	"5658.6"	"6505.9"	"5144.6"	"6078.5"	"5282.6"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5029"	"FBgn0015544"	"FBgn0015544"	"0.000"	"98.019"	"56"	"28"	"46"	"28"	"534"	"59.6"	"8.34"	"820"	"28"	"0"	"6561.6"	"6199.2"	"7745.7"	"5295.4"	"7099.4"	"5932.9"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"83"	"FBgn0029093"	"FBgn0029093"	"0.000"	"97.997"	"55"	"13"	"45"	"13"	"392"	"42.4"	"6.32"	"994"	"13"	"0"	"5061.2"	"5155.7"	"6236.8"	"4463.1"	"5312.7"	"4664.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"3444"	"FBgn0263120"	"FBgn0263120"	"0.000"	"97.993"	"40"	"24"	"37"	"24"	"728"	"81.8"	"8.29"	"1057"	"24"	"0"	"4183.0"	"3823.7"	"5185.4"	"3617.4"	"4314.7"	"3657.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"579"	"FBgn0003124"	"FBgn0003124"	"0.000"	"97.911"	"43"	"21"	"43"	"21"	"576"	"66.9"	"8.88"	"1024"	"21"	"0"	"7499.1"	"6800.2"	"9935.6"	"6262.3"	"7525.7"	"6589.5"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2993"	"FBgn0028670"	"FBgn0028670"	"0.000"	"97.804"	"30"	"23"	"41"	"23"	"834"	"94.8"	"6.68"	"1050"	"23"	"0"	"5677.3"	"5460.8"	"8000.7"	"5432.7"	"6084.7"	"5047.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"1251"	"FBgn0004401"	"FBgn0004401"	"0.000"	"97.790"	"40"	"29"	"46"	"29"	"716"	"78.0"	"5.58"	"1106"	"29"	"0"	"7337.3"	"6686.4"	"8676.2"	"5803.8"	"8095.4"	"6976.4"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"5034"	"FBgn0016122"	"FBgn0016122"	"0.000"	"97.768"	"35"	"23"	"44"	"23"	"630"	"73.0"	"6.35"	"931"	"23"	"0"	"6538.5"	"6067.1"	"7793.5"	"5689.4"	"6667.3"	"5457.7"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
"False"	"High"	"IsMasterProtein"	"2271"	"FBgn0000562"	"FBgn0000562"	"0.000"	"97.570"	"34"	"30"	"39"	"30"	"1004"	"112.1"	"7.28"	"983"	"30"	"0"	"3911.5"	"3811.3"	"5291.9"	"3361.7"	"4015.6"	"3623.0"	"High"	"High"	"High"	"High"	"High"	"High"	"1"
