# submitted_item	validated_id	current_symbol
dec1	FBgn0000427	dec-1
l(3)03670	FBal0009478	Chchd3[03670]
l(3)04053	FBgn0010830	l(3)04053
l(3)04053	FBal0009500	l(3)04053[04053]
l(3)05822	FBgn0010877	l(3)05822
l(3)07882	FBgn0010926	l(3)07882
l(3)07882	FBal0009604	l(3)07882[07882]
l(3)70Da	FBgn0013563	Pex1
l(3)82Fd	FBgn0013576	mtd
l(3)87Df	FBgn0002354	l(3)87Df
l(3)j2D3	FBgn0011335	vers
l(3)j2D3	FBal0010923	vers[j2D3]
l(3)mbt	FBgn0002441	l(3)mbt
l(3)neo18	FBgn0011455	ND-SGDH
l(3)neo18	FBal0011035	ND-SGDH[1]
l(3)s1921	FBgn0261479	nero
l(3)s1921	FBal0011139	nero[s1921]
La	FBgn0011638	La
Lac	FBgn0010238	Lac
lace	FBgn0002524	lace
laf	FBgn0020280	laf
Lag1	FBgn0040918	schlank
Lam	FBgn0002525	Lam
Lam	FBgn0002526	LanA
LamC	FBgn0010397	LamC
LanA	FBgn0002526	LanA
LanB1	FBgn0261800	LanB1
LanB2	FBgn0267348	LanB2
lap	FBgn0086372	lap
lap	FBal0011047	lap[1]
Lar	FBgn0000464	Lar
Lar	FBgn0004966	larv
Lar	FBal0118426	Lar[unspecified]
lark	FBgn0011640	lark
larp	FBgn0261618	larp
Las	FBgn0029158	Las
Lasp	FBgn0063485	Lasp
LBR	FBgn0034657	LBR
ldbr	FBgn0035838	ldbr
ldlCp	FBgn0026634	Cog2
lds	FBgn0002542	lds
Lerp	FBgn0051072	Lerp
levy	FBgn0034877	levy
lgs	FBgn0039907	lgs
lic	FBgn0261524	lic
lid	FBgn0031759	lid
lig	FBgn0020279	lig
Lig4	FBgn0030506	DNAlig4
ligatin	FBgn0041588	eIF2D
lin	FBgn0002552	lin
lin	FBgn0015380	drl
lin19	FBgn0015509	Cul1
lin-52	FBgn0029800	lin-52
Liprin-alpha	FBgn0046704	Liprin-alpha
Lis-1	FBgn0015754	Lis-1
lmg	FBgn0250903	lmgA
lmg	FBgn0250903	lmgA
Lmpt	FBgn0261565	Lmpt
loj	FBgn0061492	loj
lola	FBgn0283521	lola
lolal	FBgn0022238	lolal
lolal	FBgn0022238	lolal
loopin-1	FBgn0259795	loopin-1
loqs	FBgn0032515	loqs
LpR2	FBgn0051092	LpR2
lqf	FBgn0028582	lqf
Lrr47	FBgn0010398	Lrr47
Lsd-2	FBgn0030608	Lsd-2
Lsd-2	FBgn0030608	Lsd-2
Lsm10	FBgn0033554	Lsm10
LSm-4	FBgn0067622	LSm-4
Lsp1alpha	FBgn0002562	Lsp1alpha
Lsp1beta	FBgn0002563	Lsp1beta
Lsp1gamma	FBgn0002564	Lsp1gamma
Lsp2	FBgn0002565	Lsp2
lt	FBgn0002566	lt
lt	FBal0011677	lt[1]
lt	FBal0044148	lt[unspecified]
ltd	FBgn0002567	Rab32
ltd	FBal0044150	Rab32[unspecified]
lva	FBgn0029688	lva
lwr	FBgn0010602	lwr
M(2)21AB	FBgn0005278	Sam-S
M(2)21AB	FBgn0005278	Sam-S
Mad	FBgn0011648	Mad
Mad	FBgn0023215	Mnt
mad2	FBgn0035640	mad2
Madm	FBgn0027497	Madm
mael	FBgn0016034	mael
mael	FBgn0016034	mael
MAGE	FBgn0037481	MAGE
mago	FBgn0002736	mago
mal	FBgn0002641	mal
mal	FBgn0052296	Mrtf
mal	FBal0051362	mal[unspecified]
MAN1	FBgn0034962	MAN1
Map205	FBgn0002645	Map205
Map60	FBgn0010342	Map60
MAPk-Ak2	FBgn0013987	MAPk-Ak2
Marcal1	FBgn0031655	Marcal1
Marf	FBgn0029870	Marf
mars	FBgn0033845	mars
mask	FBgn0043884	mask
Mat1	FBgn0024956	Mat1
Mat89Bb	FBgn0020407	asun
mats	FBgn0038965	mats
Max	FBgn0017578	Max
MBD-R2	FBgn0038016	MBD-R2
mbm	FBgn0086912	mbm
mbo	FBgn0026207	mbo
Mbs	FBgn0005536	Mbs
mbt	FBgn0025743	mbt
mbt	FBgn0002441	l(3)mbt
Mcm10	FBgn0032929	Mcm10
Mcm2	FBgn0014861	Mcm2
Mcm3	FBgn0284442	Mcm3
Mcm5	FBgn0017577	Mcm5
Mcm6	FBgn0025815	Mcm6
Mcm7	FBgn0020633	Mcm7
MCPH1	FBgn0260959	MCPH1
Mcr	FBgn0267488	Mcr
Mctp	FBgn0034389	Mctp
Mdh	FBgn0262559	Mdh2
Mdh	FBgn0029155	Men-b
Mdh	FBgn0262782	Mdh1
mdy	FBgn0004797	mdy
mdy	FBgn0004797	mdy
me31B	FBgn0004419	me31B
Med	FBgn0011655	Med
MED1	FBgn0037109	MED1
MED10	FBgn0036581	MED10
MED11	FBgn0036811	MED11
MED14	FBgn0035145	MED14
MED15	FBgn0027592	MED15
MED16	FBgn0034707	MED16
MED17	FBgn0038578	MED17
MED18	FBgn0026873	MED18
MED19	FBgn0036761	MED19
MED20	FBgn0013531	MED20
MED21	FBgn0040020	MED21
MED23	FBgn0034795	MED23
MED24	FBgn0035851	MED24
MED25	FBgn0038760	MED25
MED26	FBgn0039923	MED26
MED27	FBgn0037359	MED27
MED30	FBgn0035149	MED30
MED31	FBgn0037262	MED31
MED4	FBgn0035754	MED4
MED6	FBgn0024330	MED6
MED7	FBgn0051390	MED7
MED8	FBgn0034503	MED8
MED9	FBgn0260401	MED9
mei-41	FBgn0004367	mei-41
mei-41	FBal0012150	mei-41[1]
mei-41	FBal0098697	mei-41[unspecified]
mei-9	FBgn0002707	mei-9
mei-9	FBal0012171	mei-9[a]
mei-P26	FBgn0026206	mei-P26
mei-P26	FBal0095291	mei-P26[1]
Mekk1	FBgn0024329	Mekk1
Men	FBgn0002719	Men
Mes4	FBgn0034726	Mes4
MESK2	FBgn0043070	MESK2
MESR6	FBgn0036846	MESR6
Mf	FBgn0038294	Mf
mfas	FBgn0260745	mfas
Mfrn	FBgn0039561	mfrn
mge	FBgn0035473	mge
Mgstl	FBgn0025814	Mgstl
Mhc	FBgn0264695	Mhc
Mhc	FBgn0264695	Mhc
Mhc	FBgn0264695	Mhc
Mhc	FBgn0264695	Mhc
Mhc	FBgn0264695	Mhc
Mhcl	FBgn0026059	Mhcl
Mi-2	FBgn0262519	Mi-2
mib1	FBgn0263601	mib1
mib2	FBgn0086442	mib2
MICAL-like	FBgn0036333	MICAL-like
mip130	FBgn0023509	mip130
mip40	FBgn0034430	mip40
Mipp1	FBgn0026061	Mipp1
Miro	FBgn0039140	Miro
Mis12	FBgn0035725	Mis12
mit(1)15	FBgn0004643	Zw10
mit(1)15	FBal0012294	Zw10[5]
Mitf	FBgn0263112	Mitf
Mkk4	FBgn0024326	Mkk4
Mkrn1	FBgn0029152	Mkrn1
Mlc1	FBgn0002772	Mlc1
Mlc2	FBgn0002773	Mlc2
Mlc-c	FBgn0004687	Mlc-c
mld	FBgn0263490	mld
mle	FBgn0002774	mle
mle	FBal0012332	mle[1]
Mlf	FBgn0034051	Mlf
Mlp60A	FBgn0259209	Mlp60A
Mlp60A	FBgn0259209	Mlp60A
Mlp84B	FBgn0014863	Mlp84B
Mms19	FBgn0037301	Mms19
mms4	FBgn0033549	mms4
mmy	FBgn0259749	mmy
mnb	FBgn0259168	mnb
Mnf	FBgn0036134	FoxK
Mnn1	FBgn0031885	Mnn1
Mnt	FBgn0023215	Mnt
Mo25	FBgn0017572	Mo25
Mob2	FBgn0259481	Mob2
Mob4	FBgn0259483	Mob4
Moca-cyp	FBgn0039581	Moca-cyp
mod	FBgn0002780	mod
mod	FBgn0005385	rsd
mod	FBgn0002781	mod(mdg4)
mod(mdg4)	FBgn0002781	mod(mdg4)
mod(mdg4)	FBgn0002781	mod(mdg4)
mod(mdg4)	FBgn0002781	mod(mdg4)
mod(r)	FBgn0016038	Vsp37A
Moe	FBgn0011661	Moe
mof	FBgn0014340	mof
morgue	FBgn0027609	morgue
Mov34	FBgn0002787	Rpn8
MP1	FBgn0027930	MP1
MP1	FBgn0032642	CG5110
Mp20	FBgn0002789	Mp20
Mpcp	FBgn0026409	Mpcp2
Mpp6	FBgn0032921	Mpp6
mr	FBgn0002791	mr
mre11	FBgn0020270	mre11
mre11	FBgn0285926	Imp
MRG15	FBgn0027378	MRG15
MRG15	FBgn0044324	Chro
mri	FBgn0035107	mri
mrj	FBgn0034091	mrj
mRNA-capping-enzyme	FBgn0030556	mRNA-cap
MRP	FBgn0032456	MRP
MRP	FBgn0065098	RNaseMRP:RNA
MRP	FBgn0264695	Mhc
mRpL1	FBgn0037566	mRpL1
mRpL10	FBgn0031231	mRpL10
mRpL11	FBgn0038234	mRpL11
mRpL12	FBgn0011787	mRpL12
mRpL13	FBgn0032720	mRpL13
mRpL14	FBgn0040389	mRpL14
mRpL15	FBgn0036990	mRpL15
mRpL16	FBgn0023519	mRpL16
mRpL17	FBgn0035122	mRpL17
mRpL18	FBgn0026741	mRpL18
mRpL19	FBgn0037608	mRpL19
mRpL2	FBgn0036135	mRpL2
mRpL20	FBgn0036335	mRpL20
mRpL21	FBgn0036853	mRpL21
mRpL22	FBgn0030786	mRpL22
mRpL23	FBgn0035335	mRpL23
mRpL23	FBgn0035335	mRpL23
mRpL24	FBgn0031651	mRpL24
mRpL27	FBgn0053002	mRpL27
mRpL28	FBgn0031660	mRpL28
mRpL3	FBgn0030686	mRpL3
mRpL30	FBgn0029718	mRpL30
mRpL32	FBgn0039835	mRpL32
mRpL35	FBgn0038923	mRpL35
mRpL36	FBgn0042112	mRpL36
mRpL38	FBgn0030552	mRpL38
mRpL39	FBgn0036462	mRpL39
mRpL4	FBgn0001995	mRpL4
mRpL40	FBgn0037892	mRpL40
mRpL41	FBgn0034001	mRpL41
mRpL42	FBgn0033480	mRpL42
mRpL43	FBgn0034893	mRpL43
mRpL44	FBgn0037330	mRpL44
mRpL45	FBgn0263863	mRpL45
mRpL46	FBgn0035272	mRpL46
mRpL48	FBgn0031357	mRpL48
mRpL49	FBgn0030433	mRpL49
mRpL50	FBgn0028648	mRpL50
mRpL51	FBgn0032053	mRpL51
mRpL52	FBgn0033208	mRpL52
mRpL53	FBgn0050481	mRpL53
mRpL54	FBgn0034579	mRpL54
mRpL55	FBgn0038678	mRpL55
mRpL9	FBgn0038319	mRpL9
mRpS10	FBgn0038307	mRpS10
mRpS11	FBgn0038474	mRpS11
mRpS14	FBgn0044030	mRpS14
mRpS16	FBgn0033907	mRpS16
mRpS17	FBgn0034986	mRpS17
mRpS18A	FBgn0051450	mRpS18A
mRpS18B	FBgn0032849	mRpS18B
mRpS18c	FBgn0051450	mRpS18A
mRpS18C	FBgn0039765	mRpS18C
mRpS2	FBgn0031639	mRpS2
mRpS21	FBgn0044511	mRpS21
mRpS22	FBgn0039555	mRpS22
mRpS23	FBgn0260407	mRpS23
mRpS24	FBgn0039159	mRpS24
mRpS25	FBgn0030572	mRpS25
mRpS26	FBgn0036774	mRpS26
mRpS28	FBgn0034361	mRpS28
mRpS29	FBgn0034727	mRpS29
mRpS30	FBgn0030692	mRpS30
mRpS31	FBgn0036557	mRpS31
mRpS33	FBgn0038426	mRpS33
mRpS34	FBgn0285951	mRpS34
mRpS35	FBgn0035374	mRpS35
mRpS4	FBgn0034232	CG4866
mRpS5	FBgn0287187	mRpS5
mRpS6	FBgn0035534	mRpS6
mRpS7	FBgn0032236	mRpS7
mRpS9	FBgn0037529	mRpS9
Mrtf	FBgn0052296	Mrtf
msb1l	FBgn0027949	msb1l
Msh6	FBgn0036486	Msh6
msi	FBgn0011666	msi
msk	FBgn0026252	msk
msl-1	FBgn0005617	msl-1
msl-1	FBal0012558	msl-1[1]
msn	FBgn0010909	msn
Msp-300	FBgn0261836	Msp300
msps	FBgn0027948	msps
Msr-110	FBgn0015766	Msr-110
mst	FBgn0020272	mst
mst	FBgn0026746	anon-25D26Ab
Mst85C	FBgn0028708	Mst85C
mt:ATPase8	FBgn0013673	mt:ATPase8
mt:CoI	FBgn0013674	mt:CoI
mt:CoII	FBgn0013675	mt:CoII
mt:Cyt-b	FBgn0013678	mt:Cyt-b
mt:ND1	FBgn0013679	mt:ND1
mt:ND3	FBgn0013681	mt:ND3
mt:ND4L	FBgn0013683	mt:ND4L
mt:ND5	FBgn0013684	mt:ND5
MTA1-like	FBgn0027951	MTA1-like
mtacp1	FBgn0011361	ND-ACP
mtacp1	FBgn0011361	ND-ACP
Mtch	FBgn0027786	Mtch
mTerf3	FBgn0037008	mTerf3
Mtl	FBgn0039532	Mtl
Mtor	FBgn0013756	Mtor
Mtor	FBgn0021796	Tor
Mtp	FBgn0266369	Mtp
Mtr3	FBgn0036916	Mtr3
mtrm	FBgn0010431	mtrm
mts	FBgn0004177	mts
mts	FBtp0052547	P{TRiP.JF02805}
mtSSB	FBgn0010438	mtSSB
mTTF	FBgn0028530	mTTF
mtTFB1	FBgn0261381	mtTFB1
mtTFB1	FBgn0261381	mtTFB1
mtTFB2	FBgn0037778	mtTFB2
mub	FBgn0262737	mub
mub	FBgn0262737	mub
mud	FBgn0002873	mud
mud	FBgn0002874	mudl
mus101	FBgn0002878	mus101
mus201	FBgn0002887	mus201
mus201	FBal0012633	Xpc[G1]
mus205	FBgn0002891	DNApol-zeta
mus209	FBgn0005655	PCNA
mus210	FBgn0004698	Xpc
mus304	FBgn0002901	mus304
mus308	FBgn0002905	DNApol-theta
mus309	FBgn0002906	Blm
muskelin	FBgn0033757	muskelin
Mvl	FBgn0011672	Mvl
mxc	FBgn0260789	mxc
Myd88	FBgn0033402	Myd88
Myo31DF	FBgn0086347	Myo31DF
Myo61F	FBgn0010246	Myo61F
MYPT-75D	FBgn0036801	MYPT-75D
mys	FBgn0004657	mys
Mys45A	FBgn0033379	Mys45A
Myt1	FBgn0040298	Myt1
Myt1	FBgn0040298	Myt1
Nacalpha	FBgn0086904	Nacalpha
nahoda	FBgn0034797	nahoda
Nak	FBgn0015772	Nak
Nap1	FBgn0015268	Nap1
Nap1	FBgn0011771	Hem
Nat1	FBgn0031020	Naa15-16
Nat1	FBgn0010488	NAT1
Nc	FBgn0026404	Dronc
NC2alpha	FBgn0034650	NC2alpha
Nc73EF	FBgn0010352	Nc73EF
Nc73EF	FBgn0010352	Nc73EF
Nca	FBgn0013303	Nca
Ncc69	FBgn0036279	Ncc69
ncd	FBgn0002924	ncd
ncd	FBal0012910	ncd[1]
ncd	FBal0012911	ncd[2]
ncm	FBgn0086707	ncm
nct	FBgn0039234	Nct
ND23	FBgn0017567	ND-23
ND42	FBgn0019957	ND-42
ND42	FBal0118203	hiw[ND42]
ND42	FBgn0019957	ND-42
ND42	FBal0118203	hiw[ND42]
ND75	FBgn0017566	ND-75
Ndc1	FBgn0039125	Ndc1
Ndc80	FBgn0030500	Ndc80
Ndg	FBgn0026403	Ndg
ndl	FBgn0002926	ndl
neb	FBgn0004374	neb
Neb-cGP	FBgn0083167	Neb-cGP
nec	FBgn0002930	nec
Nedd4	FBgn0259174	Nedd4
Nedd8	FBgn0032725	Nedd8
NELF-A	FBgn0038872	Nelf-A
NELF-B	FBgn0027553	NELF-B
Nelf-E	FBgn0017430	Nelf-E
nemy	FBgn0261673	nemy
nemy	FBgn0261673	nemy
Neos	FBgn0024542	Neos
Nep2	FBgn0027570	Nep2
nes	FBgn0026630	nes
Neu3	FBgn0265140	Meltrin
Nf1	FBgn0015269	Nf1
Ngp	FBgn0034243	Ns2
Nhe3	FBgn0028703	Nhe3
NHP2	FBgn0029148	NHP2
nimB2	FBgn0028543	NimB2
nimB3	FBgn0054003	NimB3
NiPp1	FBgn0026402	NiPp1
Nipped-A	FBgn0053554	Nipped-A
Nipped-A	FBgn0053554	Nipped-A
Nipped-B	FBgn0026401	Nipped-B
Nipsnap	FBgn0030724	Nipsnap
NitFhit	FBgn0024945	NitFhit
nito	FBgn0027548	nito
NLaz	FBgn0053126	NLaz
Nle	FBgn0021874	Nle
Nlp	FBgn0016685	Nlp
nmd	FBgn0005322	nmd
Nmd3	FBgn0023542	Nmd3
Nmdmc	FBgn0010222	Nmdmc
Nmnat	FBgn0039254	Nmnat
Nmt	FBgn0020392	Nmt
Nnf1b	FBgn0051658	Nnf1b
Nnp-1	FBgn0022069	Nnp-1
Noa36	FBgn0026400	Noa36
nocturnin	FBgn0261808	cu
noi	FBgn0014366	noi
nonA	FBgn0004227	nonA
nonA-l	FBgn0015520	nonA-l
nop5	FBgn0026196	nop5
Nop56	FBgn0038964	Nop56
Nop60B	FBgn0259937	Nop60B
nopo	FBgn0034314	nopo
Nopp140	FBgn0037137	Nopp140
Not1	FBgn0085436	Not1
Nox	FBgn0085428	Nox
NP15.6	FBgn0027785	NP15.6
NPC1	FBgn0024320	Npc1a
NPC2	FBgn0031381	Npc2a
NPC2	FBgn0038198	Npc2b
Nplp2	FBgn0287423	Nplp2
Nrg	FBgn0264975	Nrg
nrm	FBgn0262509	nrm
nrv1	FBgn0015776	nrv1
nrv2	FBgn0015777	nrv2
nrv2	FBtp0011547	P{nrv2-GAL4.S}
Nrv2	FBgn0015777	nrv2
nrv2	FBgn0015777	nrv2
nrv2	FBtp0011547	P{nrv2-GAL4.S}
Nrx-IV	FBgn0013997	Nrx-IV
Nsf2	FBgn0266464	Nsf2
Ntf-2	FBgn0031145	Ntf-2
Ntf-2	FBgn0031145	Ntf-2
NTPase	FBgn0024947	NTPase
NUCB1	FBgn0052190	NUCB1
nudC	FBgn0021768	nudC
nudE	FBgn0036059	nudE
nuf	FBgn0013718	nuf
Nuf2	FBgn0031886	Nuf2
numb	FBgn0002973	numb
Nup107	FBgn0027868	Nup107
Nup133	FBgn0039004	Nup133
Nup153	FBgn0061200	Nup153
Nup154	FBgn0021761	Nup154
Nup214	FBgn0010660	Nup214
Nup358	FBgn0039302	Nup358
Nup44A	FBgn0033247	Nup44A
Nup58	FBgn0038722	Nup58
Nup62	FBgn0034118	Nup62
Nup75	FBgn0034310	Nup75
Nup98	FBgn0039120	Nup98-96
Nurf-38	FBgn0016687	Nurf-38
nxf2	FBgn0036640	nxf2
Nxt1	FBgn0028411	Nxt1
oaf	FBgn0011818	oaf
Obp44a	FBgn0033268	Obp44a
Obp56b	FBgn0046880	Obp56b
Obp56d	FBgn0034470	Obp56d
Obp56e	FBgn0034471	Obp56e
Obp99a	FBgn0039678	Obp99a
Obp99b	FBgn0039685	Obp99b
Obp99b	FBgn0039682	Obp99c
Obp99c	FBgn0039682	Obp99c
Obp99c	FBgn0039684	Obp99d
Oda	FBgn0014184	Oda
O-fut1	FBgn0033901	O-fut1
ogre	FBgn0004646	ogre
Ogt	FBgn0261403	sxc
oho23B	FBgn0015521	RpS21
opa1-like	FBgn0261276	Opa1
or	FBgn0003008	or
or	FBgn0020796	oculi-rugosissimi
or	FBal0013279	or[1]
orb2	FBgn0264307	orb2
Orc1	FBgn0286788	Orc1
Orc2	FBgn0015270	Orc2
Orc4	FBgn0023181	Orc4
Orc5	FBgn0015271	Orc5
Orc6	FBgn0023180	Orc6
Orct2	FBgn0086365	Orct2
ORF	FBgn0019903	anon-14Bg
ORF	FBgn0019904	anon-14Bf
ORF	FBgn0019905	anon-14Be
Ork1	FBgn0017561	Ork1
osa	FBgn0261885	osa
Osbp	FBgn0020626	Osbp
Oscp	FBgn0016691	ATPsynO
osk	FBgn0003015	osk
Ost48	FBgn0014868	Ost48
OstStt3	FBgn0011336	Stt3B
Ote	FBgn0266420	Ote
out	FBgn0259834	out
ox	FBgn0011227	ox
p115	FBgn0040087	p115
p120ctn	FBgn0260799	p120ctn
p16-ARC	FBgn0031437	Arpc5
p24-1	FBgn0030341	p24-1
p24-2	FBgn0053105	p24-2
p38b	FBgn0024846	p38b
p47	FBgn0033179	p47
p47	FBgn0259729	CG42383
p47	FBgn0030329	prtp
P58IPK	FBgn0037718	P58IPK
P5cr	FBgn0015781	P5cr
pAbp	FBgn0265297	pAbp
Pabp2	FBgn0005648	Pabp2
Paf-AHalpha	FBgn0025809	Paf-AHalpha
pain	FBgn0060296	pain
Pak	FBgn0267698	Pak
Pak3	FBgn0044826	Pak3
Papss	FBgn0020389	Papss
par-1	FBgn0260934	par-1
par-6	FBgn0026192	par-6
Parg	FBgn0023216	Parg
Parp	FBgn0010247	Parp
pasha	FBgn0039861	pasha
Past1	FBgn0016693	Past1
path	FBgn0036007	path
Patj	FBgn0067864	Patj
Patj	FBgn0067864	Patj
Patr-1	FBgn0266053	Patr-1
pav	FBgn0011692	pav
Pax	FBgn0041789	Pax
Pbgs	FBgn0036271	Pbgs
Pcaf	FBgn0020388	Gcn5
Pcd	FBgn0024841	Pcd
Pcf11	FBgn0264962	Pcf11
pcm	FBgn0020261	pcm
Pcmt	FBgn0086768	Pcmt
pcx	FBgn0003048	pcx
PDCD-5	FBgn0036580	PDCD-5
Pde11	FBgn0085370	Pde11
Pde1c	FBgn0264815	Pde1c
Pdi	FBgn0286818	Pdi
Pdk	FBgn0017558	Pdk
Pdp	FBgn0029958	Pdp
pds5	FBgn0260012	pds5
Pdsw	FBgn0021967	ND-PDSW
pea	FBgn0086895	pea
PebIII	FBgn0011695	EbpIII
Pect	FBgn0032482	Pect
pelo	FBgn0011207	pelo
pen	FBgn0267727	Pen
pen	FBgn0020260	peo
pen	FBgn0020790	pyg
pen	FBgn0015527	peng
Pen	FBgn0267727	Pen
Pep	FBgn0004401	Pep
pes	FBgn0031969	pes
Pez	FBgn0031799	Pez
Pfk	FBgn0003071	Pfk
Pfk	FBgn0035405	CG15812
Pfrx	FBgn0027621	Pfrx
Pgant35A	FBgn0001970	Pgant35A
pgant5	FBgn0031681	Pgant5
pgant6	FBgn0035375	Pgant6
pgant9	FBgn0050463	Pgant9
Pgd	FBgn0004654	Pgd
Pgi	FBgn0003074	Pgi
Pgk	FBgn0250906	Pgk
Pglym87	FBgn0011270	Pglym87
Pgm	FBgn0003076	Pgm1
PGRP-SB1	FBgn0043578	PGRP-SB1
PH4alphaPV	FBgn0051015	PH4alphaPV
PHGPx	FBgn0035438	PHGPx
PhKgamma	FBgn0011754	PhKgamma
phl	FBgn0003079	Raf
Phm	FBgn0283509	Phm
Phm	FBgn0004959	phm
ph-p	FBgn0004861	ph-p
phr	FBgn0003082	phr
phr6-4	FBgn0016054	phr6-4
Pi3K21B	FBgn0020622	Pi3K21B
Pi3K92E	FBgn0015279	Pi3K92E
Pi4KIIalpha	FBgn0037339	Pi4KIIalpha
Picot	FBgn0024315	Picot
pim	FBgn0003087	pim
pit	FBgn0266581	pit
pita	FBgn0034878	pita
Pitslre	FBgn0016696	Pitslre
piwi	FBgn0004872	piwi
pix	FBgn0086706	pix
pix	FBgn0015803	RtGEF
Pk61C	FBgn0020386	Pdk1
Pk92B	FBgn0014006	Ask1
Pka-C1	FBgn0000273	Pka-C1
Pka-C1	FBgn0000273	Pka-C1
Pka-R2	FBgn0022382	Pka-R2
Pkg21D	FBgn0000442	Pkg21D
Pkn	FBgn0020621	Pkn
Pkn	FBgn0031855	meng
plexA	FBgn0025741	PlexA
Pli	FBgn0025574	Pli
Plip	FBgn0039111	PTPMT1
plu	FBgn0003114	plu
plx	FBgn0261261	plx
Pmi	FBgn0044419	Pmi
Pmm45A	FBgn0033377	Pgm2a
pn	FBgn0003116	pn
pn	FBal0050275	pn[unspecified]
png	FBgn0000826	png
png	FBgn0003118	pnt
Pnn	FBgn0037737	Pnn
pnut	FBgn0013726	pnut
PNUTS	FBgn0053526	PNUTS
pod1	FBgn0029903	pod1
poe	FBgn0011230	poe
Pof	FBgn0035047	Pof
pol	FBgn0005561	sv
pol	FBal0015991	sv[spa-pol]
Pole2	FBgn0035644	DNApol-epsilon58
polo	FBgn0003124	polo
poly	FBgn0086371	poly
polybromo	FBgn0039227	polybromo
Pomp	FBgn0032884	Pomp
pont	FBgn0040078	pont
Pop2	FBgn0036239	Pop2
porin	FBgn0004363	porin
Pp1-87B	FBgn0004103	Pp1-87B
Pp1alpha-96A	FBgn0003134	Pp1alpha-96A
Pp2A-29B	FBgn0260439	Pp2A-29B
PP2A-B	FBgn0042693	wrd
PP2A-B	FBgn0042693	wrd
Pp2B-14D	FBgn0011826	Pp2B-14D
Pp4-19C	FBgn0023177	Pp4-19C
ppan	FBgn0010770	ppan
Ppi20	unknown ID	-
ppk23	FBgn0030844	ppk23
ppl	FBgn0027945	ppl
ppl	FBgn0003137	Ppn
Ppn	FBgn0003137	Ppn
Ppox	FBgn0020018	Ppox
PPP4R2r	FBgn0030208	PPP4R2r
pps	FBgn0082831	pps
Ppt1	FBgn0030057	Ppt1
PpV	FBgn0003139	PpV
pr	FBgn0003141	pr
pr	FBgn0003145	prd
pr	FBgn0051481	pb
pr	FBal0039818	pr[unspecified]
PR2	FBgn0263998	Ack-like
Prat	FBgn0004901	Prat
PrBP	FBgn0032059	PrBP
Prestin	FBgn0036770	Prestin
primo-1	FBgn0040077	primo-1
PRL-1	FBgn0024734	PRL-1
PRL-1	FBtp0084845	P{UAS-PRL-1.P}
Prm	FBgn0003149	Prm
Prm	FBgn0003149	Prm
prod	FBgn0014269	prod
prod	FBgn0022724	Taf8
prod	FBal0035087	prod[k08810]
Pros25	FBgn0086134	Prosalpha2
Pros26	FBgn0002284	Prosbeta6
Pros26.4	FBgn0015282	Rpt2
Pros28.1	FBgn0004066	Prosalpha4
Pros29	FBgn0261394	Prosalpha3
Pros35	FBgn0250843	Prosalpha6
Pros45	FBgn0020369	Rpt6
Pros54	FBgn0015283	Rpn10
Prosalpha6	FBgn0250843	Prosalpha6
Prosalpha6	FBgn0263121	Prosalpha1
Prosalpha6	FBgn0050382	CG30382
Prosalpha7	FBgn0023175	Prosalpha7
Prosap	FBgn0040752	Prosap
Prosbeta2	FBgn0023174	Prosbeta2
Prosbeta3	FBgn0026380	Prosbeta3
Prosbeta4	FBgn0032596	Prosbeta4
Prosbeta4	FBgn0250746	Prosbeta7
Prosbeta5	FBgn0029134	Prosbeta5
ProsMA5	FBgn0016697	Prosalpha5
Prp18	FBgn0027784	Prp18
prp8	FBgn0033688	Prp8
pr-set7	FBgn0011474	PR-Set7
Prx2540-1	FBgn0033520	Prx2540-1
Prx2540-2	FBgn0033518	Prx2540-2
Prx5037	FBgn0038519	Prx3
Prx6005	FBgn0031479	Prx6005
ps	FBgn0261552	ps
Psa	FBgn0261243	Psa
Psf1	FBgn0035194	Psf1
Psf2	FBgn0261976	Psf2
Psf3	FBgn0030196	Psf3
Psi	FBgn0014870	Psi
psidin	FBgn0243511	psidin
Psn	FBgn0284421	Psn
psq	FBgn0263102	psq
PSR	FBgn0038948	PSR
pst	FBgn0035770	pst
Ptp10D	FBgn0004370	Ptp10D
Ptp61F	FBgn0267487	Ptp61F
Ptp69D	FBgn0014007	Ptp69D
Ptpa	FBgn0016698	Ptpa
ptr	FBgn0003159	CG2841
ptr	FBgn0262867	Ptr
pUf68	FBgn0028577	hfp
pum	FBgn0003165	pum
Pus10	unknown ID	-
put	FBgn0003169	put
Pvr	FBgn0032006	Pvr
pxt	FBgn0261987	Pxt
pyd	FBgn0262614	pyd
PyK	FBgn0267385	PyK
pzg	FBgn0259785	pzg
qkr54B	FBgn0022987	qkr54B
qkr58E-1	FBgn0022986	qkr58E-1
qkr58E-3	FBgn0022984	qkr58E-3
Qm	FBgn0024733	RpL10
Qm	FBgn0019662	qm
qm	FBgn0019662	qm
qm	FBgn0024733	RpL10
qtc	FBgn0028572	qtc
qua	FBgn0003187	qua
qua	FBgn0003187	qua
r	FBgn0003189	r
R	FBab0003347	Dp(1;f)R
R	FBab0005533	In(3R)Antp[R]
R	FBgn0023035	l(2)46Eh
R	FBgn0002940	ninaE
R	FBgn0004636	Rap1
R	FBal0048947	Rst(2)Lb[R]
R	FBal0138424	Rst(2)At[R]
r2d2	FBgn0031951	r2d2
Rab1	FBgn0285937	Rab1
